epoch,train_loss,val_loss,train_mae,val_mae,train_rmse,val_rmse,train_mape,val_mape
0,0.24073228240013123,0.020597215741872787,0.5408172607421875,0.06914934515953064,0.6912690997123718,0.07742393761873245,2506.614013671875,332.65155029296875
1,0.16158129274845123,0.020741065964102745,0.4338286221027374,0.06967057287693024,0.5409052968025208,0.07892335951328278,1966.0277099609375,336.09197998046875
2,0.11431774497032166,0.01895872689783573,0.3446952700614929,0.042795732617378235,0.4417566657066345,0.051263660192489624,1600.043701171875,183.42776489257812
3,0.09910397231578827,0.019418422132730484,0.3135664165019989,0.04597845673561096,0.40576136112213135,0.059432800859212875,1483.212646484375,216.13320922851562
4,0.08505187928676605,0.020483750849962234,0.2847508192062378,0.06470886617898941,0.36794716119766235,0.07523740828037262,1275.4022216796875,310.6786193847656
5,0.07717664539813995,0.020919492468237877,0.2715904414653778,0.0639096200466156,0.34553542733192444,0.08079060912132263,1263.4490966796875,288.35650634765625
6,0.0647367611527443,0.019124915823340416,0.24075479805469513,0.042508043348789215,0.30694302916526794,0.05422956123948097,1123.7071533203125,182.17356872558594
7,0.05952071398496628,0.021152477711439133,0.23063530027866364,0.07082867622375488,0.28984203934669495,0.08370595425367355,1062.548583984375,344.13189697265625
8,0.05144079029560089,0.019673962146043777,0.20414450764656067,0.049947548657655716,0.25998008251190186,0.06374162435531616,941.877685546875,206.5882110595703
9,0.04869839921593666,0.021027501672506332,0.19689935445785522,0.0674571692943573,0.2492365539073944,0.08238567411899567,911.1626586914062,284.0391845703125
10,0.045806702226400375,0.019066503271460533,0.1857471615076065,0.03989025205373764,0.23739516735076904,0.05374854430556297,850.2215576171875,162.80259704589844
11,0.04220876097679138,0.025210406631231308,0.17175832390785217,0.10937394946813583,0.22177375853061676,0.12327639013528824,789.08544921875,482.11541748046875
12,0.04267193749547005,0.02112128771841526,0.17259344458580017,0.058546580374240875,0.22390353679656982,0.08393067866563797,789.0111083984375,238.9316864013672
13,0.0385049507021904,0.021862559020519257,0.15877817571163177,0.06973583251237869,0.20449545979499817,0.09242037683725357,730.0490112304688,295.15185546875
14,0.037975016981363297,0.024831581860780716,0.15232937037944794,0.10772017389535904,0.20192407071590424,0.12039359658956528,693.3610229492188,479.32952880859375
15,0.03770257905125618,0.025996193289756775,0.15619568526744843,0.12267005443572998,0.20061008632183075,0.12976980209350586,731.1072387695312,553.2945556640625
16,0.03512991964817047,0.019359726458787918,0.14563040435314178,0.048349909484386444,0.18739289045333862,0.059877458959817886,665.32080078125,206.841064453125
17,0.03530467674136162,0.02405727095901966,0.1481875777244568,0.10691703855991364,0.18837128579616547,0.11400973051786423,678.77294921875,484.9639587402344
18,0.035265520215034485,0.02108524739742279,0.14495235681533813,0.07416178286075592,0.18820953369140625,0.08409131318330765,675.281494140625,327.216064453125
19,0.03406326845288277,0.02042922005057335,0.1421731859445572,0.06445058435201645,0.18175621330738068,0.07600536197423935,657.498046875,281.41082763671875
20,0.03303743153810501,0.018544193357229233,0.13670141994953156,0.03496114909648895,0.17607298493385315,0.044997770339250565,620.5144653320312,147.47833251953125
21,0.03439577668905258,0.01857166923582554,0.14157964289188385,0.03534487634897232,0.183675616979599,0.04580853506922722,639.08251953125,146.80433654785156
22,0.030988050624728203,0.018373971804976463,0.12678773701190948,0.03260238841176033,0.16413426399230957,0.04149701073765755,592.8027954101562,125.47831726074219
23,0.03001098707318306,0.01850886642932892,0.12128017097711563,0.03550016134977341,0.15813054144382477,0.044850774109363556,542.7700805664062,138.80674743652344
24,0.030862631276249886,0.018261168152093887,0.12605439126491547,0.03142480179667473,0.1634884476661682,0.03919823840260506,583.1119995117188,117.26152038574219
25,0.030468255281448364,0.018206331878900528,0.12509337067604065,0.030408471822738647,0.161122128367424,0.03804836422204971,585.4142456054688,129.98257446289062
26,0.030197978019714355,0.018709033727645874,0.1202896237373352,0.039577286690473557,0.15952861309051514,0.049738816916942596,543.6234741210938,168.3734588623047
27,0.029466023668646812,0.018515974283218384,0.11918266117572784,0.036575380712747574,0.1549137979745865,0.04593504220247269,553.8970947265625,155.81048583984375
28,0.028810862451791763,0.018364129588007927,0.11377253383398056,0.034529563039541245,0.15071387588977814,0.04277428239583969,518.5374145507812,145.76280212402344
29,0.027551980689167976,0.018308287486433983,0.11119160056114197,0.03402209281921387,0.14218443632125854,0.04172897711396217,497.5967102050781,152.53268432617188
30,0.02897661365568638,0.018092047423124313,0.11585269868373871,0.02938603237271309,0.1519499570131302,0.0364975742995739,523.2273559570312,114.2311019897461
31,0.027277635410428047,0.018008757382631302,0.10844961553812027,0.028078949078917503,0.14040960371494293,0.034500088542699814,488.8861083984375,109.57548522949219
32,0.026531962677836418,0.01804843731224537,0.10302655398845673,0.028721164911985397,0.13508620858192444,0.03598243370652199,463.72735595703125,110.27461242675781
33,0.026549747213721275,0.018032507970929146,0.10227955132722855,0.028933823108673096,0.13531248271465302,0.035894569009542465,463.7686462402344,120.39100646972656
34,0.026975633576512337,0.017993535846471786,0.10410623997449875,0.02867748960852623,0.13851697742938995,0.03516397625207901,462.33953857421875,116.83735656738281
35,0.026153650134801865,0.017984531819820404,0.10113751888275146,0.028704434633255005,0.13254953920841217,0.03529093787074089,457.8020324707031,115.93342590332031
36,0.026737818494439125,0.018067650496959686,0.10520211607217789,0.03060990199446678,0.1369868516921997,0.03794986382126808,485.7117614746094,129.36669921875
37,0.025603504851460457,0.017947020009160042,0.09961860626935959,0.02829037234187126,0.12855049967765808,0.03502775728702545,445.6818542480469,111.18547058105469
38,0.025114189833402634,0.018026549369096756,0.09584300965070724,0.03001464530825615,0.12479820102453232,0.0376046746969223,428.30718994140625,126.8189468383789
39,0.02571554109454155,0.018132273107767105,0.0988396629691124,0.03247452899813652,0.12963850796222687,0.04068368673324585,444.92510986328125,127.28231048583984
40,0.024445220828056335,0.017932940274477005,0.09415702521800995,0.028472119942307472,0.11956280469894409,0.035873204469680786,424.4369812011719,107.32608795166016
41,0.024490268900990486,0.018271595239639282,0.09231249988079071,0.03602542355656624,0.12006600201129913,0.0446602962911129,413.8923034667969,144.96005249023438
42,0.024773767217993736,0.01787065528333187,0.09354081749916077,0.02786688134074211,0.12253034859895706,0.03498082980513573,428.38671875,105.30815124511719
43,0.023884335532784462,0.01830529049038887,0.08814572542905807,0.03694382682442665,0.115176260471344,0.04609038308262825,407.5350036621094,148.06973266601562
44,0.022850340232253075,0.018746525049209595,0.08229875564575195,0.04571111127734184,0.10597041994333267,0.055130038410425186,372.368896484375,194.95193481445312
45,0.023429876193404198,0.01841900497674942,0.08592948317527771,0.03944208100438118,0.1114501953125,0.049158092588186264,382.1404724121094,161.4683380126953
46,0.02384854294359684,0.018072370439767838,0.08694448322057724,0.033407848328351974,0.11528781056404114,0.04191455617547035,391.04608154296875,128.64205932617188
47,0.023461831733584404,0.017917947843670845,0.08475101739168167,0.030641883611679077,0.11203360557556152,0.0384892001748085,378.7367248535156,117.41229248046875
48,0.023574937134981155,0.018092771992087364,0.0837881937623024,0.03424038365483284,0.1131875142455101,0.043185193091630936,376.2610778808594,137.35891723632812
49,0.023682216182351112,0.0182870551943779,0.08556418120861053,0.038714699447155,0.11428144574165344,0.047841642051935196,377.7664489746094,161.02774047851562
50,0.022338254377245903,0.018013566732406616,0.07737191766500473,0.033295027911663055,0.10201992094516754,0.04216353967785835,346.2846984863281,133.4686737060547
51,0.022551802918314934,0.018126782029867172,0.07880141586065292,0.036122895777225494,0.10426736623048782,0.045178912580013275,343.3276062011719,149.7569122314453
