epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,3.687856912612915,0.7356666922569275,0.49519744515419006,0.38461539149284363
1,3.5501937866210938,0.7368524670600891,0.5058698058128357,0.38461539149284363
2,3.5085010528564453,0.7419553399085999,0.5080042481422424,0.38461539149284363
3,3.5146656036376953,0.7211167812347412,0.5165421366691589,0.6000000238418579
4,3.5362861156463623,0.7418037056922913,0.5069370269775391,0.45384615659713745
5,3.5199475288391113,0.7480734586715698,0.5122731924057007,0.38461539149284363
6,3.5269272327423096,0.7627690434455872,0.4919957220554352,0.38461539149284363
7,3.5249838829040527,0.7442743182182312,0.510138750076294,0.4384615421295166
8,3.5257513523101807,0.7455683946609497,0.5154749155044556,0.38461539149284363
9,3.5068106651306152,0.7638584971427917,0.5549626350402832,0.42307692766189575
10,3.51921010017395,0.7485093474388123,0.5218783617019653,0.39230769872665405
11,3.511168956756592,0.7777127623558044,0.5517609119415283,0.38461539149284363
12,3.5174412727355957,0.7393593192100525,0.5282817482948303,0.38461539149284363
13,3.513357400894165,0.7479455471038818,0.5069370269775391,0.38461539149284363
14,3.5117924213409424,0.7373429536819458,0.5133404731750488,0.38461539149284363
15,3.5114734172821045,0.7402366995811462,0.510138750076294,0.38461539149284363
16,3.5078086853027344,0.7343040108680725,0.5144076943397522,0.38461539149284363
17,3.504002094268799,0.7429201602935791,0.4994663894176483,0.38461539149284363
18,3.5018670558929443,0.7588639855384827,0.5635005235671997,0.38461539149284363
19,3.5030980110168457,0.7766560912132263,0.5474919676780701,0.38461539149284363
20,3.5173521041870117,0.759563148021698,0.5485592484474182,0.38461539149284363
21,3.5182673931121826,0.7578201293945312,0.5688366889953613,0.38461539149284363
22,3.518416404724121,0.7693254947662354,0.5474919676780701,0.38461539149284363
23,3.506777048110962,0.8324872255325317,0.5667022466659546,0.38461539149284363
24,3.513883590698242,0.790082573890686,0.5368196368217468,0.38461539149284363
25,3.5270259380340576,0.740124523639679,0.5293489694595337,0.5923076868057251
26,3.513807535171509,0.7583420872688293,0.527214527130127,0.38461539149284363
27,3.5263736248016357,0.7476281523704529,0.510138750076294,0.4307692348957062
28,3.518486499786377,0.7451964020729065,0.5346851944923401,0.5153846144676208
29,3.5171103477478027,0.7416080236434937,0.5037353038787842,0.6153846383094788
30,3.5160017013549805,0.7492733597755432,0.5016008615493774,0.38461539149284363
31,3.4997944831848145,0.7870837450027466,0.550693690776825,0.38461539149284363
32,3.5184826850891113,0.7624967098236084,0.5389540791511536,0.38461539149284363
33,3.5185024738311768,0.7799636721611023,0.5453575253486633,0.38461539149284363
34,3.50921368598938,0.803617537021637,0.5570971369743347,0.38461539149284363
35,3.5228021144866943,0.7576774954795837,0.5293489694595337,0.42307692766189575
36,3.515103340148926,0.7947794795036316,0.5357524156570435,0.38461539149284363
37,3.516806125640869,0.7595006823539734,0.5368196368217468,0.5307692289352417
38,3.5169570446014404,0.740170419216156,0.49839913845062256,0.5846154093742371
39,3.5127851963043213,0.7356936931610107,0.4994663894176483,0.6000000238418579
40,3.510540723800659,0.7330472469329834,0.48986124992370605,0.6153846383094788
41,3.5061421394348145,0.7298358082771301,0.48772677779197693,0.6153846383094788
42,3.502922534942627,0.7269831895828247,0.4887940287590027,0.6153846383094788
43,3.500175714492798,0.7244778275489807,0.48986124992370605,0.6153846383094788
44,3.4978902339935303,0.722266674041748,0.4909285008907318,0.6153846383094788
45,3.4957027435302734,0.7202985882759094,0.48986124992370605,0.6153846383094788
46,3.493830680847168,0.7191071510314941,0.48986124992370605,0.5692307949066162
47,3.495593547821045,0.7197149991989136,0.4791888892650604,0.6153846383094788
48,3.492870330810547,0.7171302437782288,0.48986124992370605,0.6153846383094788
49,3.491252899169922,0.716185450553894,0.48986124992370605,0.6153846383094788
50,3.4897215366363525,0.7145318984985352,0.4909285008907318,0.6153846383094788
51,3.4881157875061035,0.712846040725708,0.48986124992370605,0.6153846383094788
52,3.486382484436035,0.7118521332740784,0.4941301941871643,0.6153846383094788
53,3.4876930713653564,0.7129732370376587,0.4919957220554352,0.6153846383094788
54,3.4863717555999756,0.7109898328781128,0.48986124992370605,0.6153846383094788
55,3.485175609588623,0.709919810295105,0.4909285008907318,0.6153846383094788
56,3.4840166568756104,0.709118127822876,0.48986124992370605,0.6153846383094788
57,3.4827840328216553,0.7076091766357422,0.48986124992370605,0.6153846383094788
58,3.481586217880249,0.7069487571716309,0.48986124992370605,0.6153846383094788
59,3.481785297393799,0.7061194777488708,0.48986124992370605,0.6153846383094788
60,3.4802756309509277,0.7049894332885742,0.48986124992370605,0.6153846383094788
61,3.4793572425842285,0.7048537731170654,0.48986124992370605,0.6153846383094788
62,3.4789886474609375,0.7042480111122131,0.48986124992370605,0.6153846383094788
63,3.478159189224243,0.7033045887947083,0.48986124992370605,0.6153846383094788
64,3.4772744178771973,0.702455997467041,0.48986124992370605,0.6153846383094788
65,3.477205991744995,0.7051059603691101,0.4909285008907318,0.48461538553237915
66,3.478510856628418,0.7033197283744812,0.4919957220554352,0.6153846383094788
67,3.485576629638672,0.7132181525230408,0.4855923056602478,0.6153846383094788
68,3.487433910369873,0.7102082371711731,0.49306297302246094,0.6153846383094788
69,3.4826719760894775,0.7064012289047241,0.48986124992370605,0.6153846383094788
70,3.4796316623687744,0.7041010856628418,0.48986124992370605,0.6153846383094788
71,3.4777064323425293,0.7025237083435059,0.48986124992370605,0.6153846383094788
72,3.476349115371704,0.7013564705848694,0.48986124992370605,0.6153846383094788
73,3.475308656692505,0.7004427313804626,0.48986124992370605,0.6153846383094788
74,3.4744839668273926,0.6996999979019165,0.48986124992370605,0.6153846383094788
75,3.4738028049468994,0.6990776062011719,0.48986124992370605,0.6153846383094788
76,3.4732258319854736,0.6985437870025635,0.48986124992370605,0.6153846383094788
77,3.472726821899414,0.6980775594711304,0.48986124992370605,0.6153846383094788
78,3.472288131713867,0.6976649165153503,0.48986124992370605,0.6153846383094788
79,3.4718964099884033,0.6972953677177429,0.48986124992370605,0.6153846383094788
80,3.471545457839966,0.6969616413116455,0.48986124992370605,0.6153846383094788
81,3.471226930618286,0.6966580152511597,0.48986124992370605,0.6153846383094788
82,3.4709362983703613,0.6963808536529541,0.48986124992370605,0.6153846383094788
83,3.470670223236084,0.6961262822151184,0.48986124992370605,0.6153846383094788
84,3.470425844192505,0.6958919167518616,0.48986124992370605,0.6153846383094788
85,3.470201253890991,0.6956754326820374,0.48986124992370605,0.6153846383094788
86,3.469992160797119,0.6954751014709473,0.48986124992370605,0.6153846383094788
87,3.469799280166626,0.6952894330024719,0.48986124992370605,0.6153846383094788
88,3.4696204662323,0.6951168775558472,0.48986124992370605,0.6153846383094788
89,3.4694530963897705,0.6949567198753357,0.48986124992370605,0.6153846383094788
90,3.469298839569092,0.6948075294494629,0.48986124992370605,0.6153846383094788
91,3.469155788421631,0.6946688890457153,0.48986124992370605,0.6153846383094788
92,3.4690206050872803,0.6945395469665527,0.48986124992370605,0.6153846383094788
93,3.468895673751831,0.6944192051887512,0.48986124992370605,0.6153846383094788
94,3.4687798023223877,0.6943069696426392,0.48986124992370605,0.6153846383094788
95,3.468670606613159,0.6942023634910583,0.48986124992370605,0.6153846383094788
96,3.468569755554199,0.6941049098968506,0.48986124992370605,0.6153846383094788
97,3.468475818634033,0.6940141320228577,0.48986124992370605,0.6153846383094788
98,3.468388080596924,0.6939294338226318,0.48986124992370605,0.6153846383094788
99,3.468784809112549,0.6993191242218018,0.48986124992370605,0.6153846383094788
100,3.4748809337615967,0.6989550590515137,0.48986124992370605,0.6153846383094788
101,3.4721784591674805,0.6967973709106445,0.48986124992370605,0.6153846383094788
102,3.4706218242645264,0.6956892609596252,0.48986124992370605,0.6153846383094788
103,3.4697518348693848,0.695015549659729,0.48986124992370605,0.6153846383094788
104,3.469198226928711,0.6945650577545166,0.48986124992370605,0.6153846383094788
105,3.4688162803649902,0.6942446231842041,0.48986124992370605,0.6153846383094788
106,3.468538761138916,0.694006621837616,0.48986124992370605,0.6153846383094788
107,3.4683291912078857,0.693824052810669,0.48986124992370605,0.6153846383094788
108,3.4681684970855713,0.6936808824539185,0.48986124992370605,0.6153846383094788
109,3.468039035797119,0.6935663223266602,0.48986124992370605,0.6153846383094788
110,3.467935800552368,0.6934734582901001,0.48986124992370605,0.6153846383094788
111,3.467851161956787,0.6933971643447876,0.48986124992370605,0.6153846383094788
112,3.4677810668945312,0.6933338046073914,0.48986124992370605,0.6153846383094788
113,3.4677231311798096,0.693280816078186,0.48986124992370605,0.6153846383094788
114,3.467674493789673,0.6932359337806702,0.48986124992370605,0.6153846383094788
115,3.4676332473754883,0.6931977868080139,0.48986124992370605,0.6153846383094788
116,3.467597484588623,0.6931650042533875,0.48986124992370605,0.6153846383094788
117,3.467566728591919,0.6931368708610535,0.48986124992370605,0.6153846383094788
118,3.467540740966797,0.6931123733520508,0.48986124992370605,0.6153846383094788
119,3.467517375946045,0.693091094493866,0.48986124992370605,0.6153846383094788
120,3.4674975872039795,0.6930724382400513,0.48986124992370605,0.6153846383094788
121,3.467480421066284,0.6930561065673828,0.48986124992370605,0.6153846383094788
122,3.4674651622772217,0.6930418610572815,0.48986124992370605,0.6153846383094788
123,3.467451810836792,0.6930292248725891,0.48986124992370605,0.6153846383094788
124,3.467439651489258,0.6930180788040161,0.48986124992370605,0.6153846383094788
125,3.4674293994903564,0.6930083632469177,0.48986124992370605,0.6153846383094788
126,3.4674203395843506,0.6929996013641357,0.48986124992370605,0.6153846383094788
127,3.467412233352661,0.6929919719696045,0.48986124992370605,0.6153846383094788
128,3.467405080795288,0.6929852962493896,0.48986124992370605,0.6153846383094788
129,3.467398166656494,0.6929793357849121,0.48986124992370605,0.6153846383094788
130,3.4673924446105957,0.6929740905761719,0.48986124992370605,0.6153846383094788
131,3.4673879146575928,0.6929695010185242,0.48986124992370605,0.6153846383094788
132,3.467383861541748,0.6929654479026794,0.48986124992370605,0.6153846383094788
133,3.4673802852630615,0.6929618716239929,0.48986124992370605,0.6153846383094788
134,3.4673759937286377,0.6929588317871094,0.48986124992370605,0.6153846383094788
135,3.467373847961426,0.6929560303688049,0.48986124992370605,0.6153846383094788
136,3.4673705101013184,0.6929536461830139,0.48986124992370605,0.6153846383094788
137,3.4673683643341064,0.692951500415802,0.48986124992370605,0.6153846383094788
138,3.4673666954040527,0.6929497122764587,0.48986124992370605,0.6153846383094788
139,3.46736478805542,0.6929481625556946,0.48986124992370605,0.6153846383094788
140,3.4673633575439453,0.69294673204422,0.48986124992370605,0.6153846383094788
141,3.46736216545105,0.6929455399513245,0.48986124992370605,0.6153846383094788
142,3.4673609733581543,0.6929445266723633,0.48986124992370605,0.6153846383094788
143,3.467360258102417,0.6929436922073364,0.48986124992370605,0.6153846383094788
144,3.4673593044281006,0.6929428577423096,0.48986124992370605,0.6153846383094788
145,3.4673590660095215,0.6929422616958618,0.48986124992370605,0.6153846383094788
146,3.4673585891723633,0.6929417252540588,0.48986124992370605,0.6153846383094788
147,3.467358350753784,0.6929411888122559,0.48986124992370605,0.6153846383094788
148,3.467357635498047,0.6929408311843872,0.48986124992370605,0.6153846383094788
