open,high,low,adj_close,volume,daily_return,adj_close_lag1,adj_close_lag2,adj_close_lag3,daily_return_lag1,daily_return_lag2,daily_return_lag3,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI_14,Stoch_k,Stoch_d,ROC_10,BB_high,BB_low,BB_mid,BB_width,ATR_14,OBV,Volume_SMA_20,MFI_14,Close_to_EMA20,High_Low_Spread,date_days,dow_sin,dow_cos,month_sin,month_cos
3.332758751084726,3.327784841560769,3.33103728577418,3.3429636206658815,-0.47863564404288006,-0.27204670374134776,3.3601010723551945,3.530619055386122,3.7908798245147555,-0.6061452298445169,-0.5511320158354543,-0.0554581994875476,4.197053991671895,4.883130212042198,-0.5725407498525066,-0.04959004868739725,-2.233552875975622,-0.3354348354720349,-0.5335358911256266,-0.6478018517112647,-0.3371939949606688,3.9812792952787537,4.789228217344007,4.327512362244869,1.1994822896407418,2.2179846755418344,1.0039900328485005,-1.1277629509848348,-0.45802406045807853,-0.28398008484111237,-0.7237330282711908,1.8604972375690605,1.0,-0.28620826421558093,-0.8660254037844386,0.5000000000000001
