date,open,high,low,close,adj_close,volume,daily_return,adj_close_lag1,adj_close_lag2,adj_close_lag3,daily_return_lag1,daily_return_lag2,daily_return_lag3,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI_14,Stoch_k,Stoch_d,ROC_10,BB_high,BB_low,BB_mid,BB_width,ATR_14,OBV,Volume_SMA_20,MFI_14,Close_to_EMA20,High_Low_Spread
2020-03-19,5.048999786376953,5.41825008392334,4.834750175476074,5.324250221252441,5.304039001464844,765512000,0.05004454726890972,5.051251411437988,5.411128997802734,4.891360759735107,-0.06650693164233923,0.1062625031353801,-0.18452097222200137,6.030342084056451,6.234753197441713,-0.35688550341884007,-0.18505677431318543,-0.17182872910565464,41.56209263745977,30.985512312841063,26.736867524832093,-22.071806829804288,7.62788214383163,4.8864917308326765,6.257186937332153,2.7413904129989533,0.5400130804637038,1159492000,750560400.0,45.562806588543864,-0.12044143971730414,0.10959287865888598
2020-03-20,5.474999904632568,5.757999897003174,5.1282501220703125,5.143750190734863,5.1242241859436035,804636000,-0.03390148818128602,5.304039001464844,5.051251411437988,5.411128997802734,0.05004454726890972,-0.06650693164233923,0.1062625031353801,5.9440451413790365,6.1912030401280616,-0.38210449994224227,-0.2244663194389968,-0.15763818050324546,40.106477197451724,24.057193007181155,25.429418854401074,-22.661998103087186,7.511847481343956,4.783002391245155,6.147424936294556,2.728845090098801,0.5464228443543578,354856000,752383200.0,43.83937397746394,-0.1379230702217097,0.12243008536207547
2020-03-23,5.142749786376953,5.4120001792907715,4.9629998207092285,5.317249774932861,5.297065258026123,643876000,0.03373019325669713,5.1242241859436035,5.304039001464844,5.051251411437988,-0.03390148818128602,0.05004454726890972,-0.06650693164233923,5.88242800963114,6.156138813378966,-0.38372061397602053,-0.25631717834640155,-0.12740343562961898,42.201887461399004,30.716806943400922,28.58650408780771,-13.343375502904806,7.449832302671482,4.694524472612332,6.072178387641907,2.7553078300591505,0.5394640953705854,998732000,741731200.0,44.67591575647739,-0.09951039785724847,0.0844422168577199
2020-03-24,5.724999904632568,6.316500186920166,5.701250076293945,6.229499816894531,6.205852031707764,1101644000,0.17156420195213662,5.297065258026123,5.1242241859436035,5.304039001464844,0.03373019325669713,-0.03390148818128602,0.05004454726890972,5.913230297447962,6.158088351352645,-0.3081181046891235,-0.26667736361494593,-0.041440741074177556,51.758605850417666,66.81622325581395,40.53007440213201,-4.55798774272707,7.420145742567673,4.692548187104569,6.056346964836121,2.7275975554631042,0.5723059751289225,2100376000,744038600.0,47.14628538574041,0.04948593569678694,0.09876396640347429
2020-03-25,6.34499979019165,6.545499801635742,6.0914998054504395,6.140500068664551,6.117190837860107,793432000,-0.014286707674410648,6.205852031707764,5.297065258026123,5.1242241859436035,0.17156420195213662,0.03373019325669713,-0.03390148818128602,5.932655110820547,6.156484527294114,-0.25244673988878397,-0.26383123886971355,0.01138449898092958,50.87480552925352,74.03944303940607,57.190824412873646,-0.3448671234236671,7.3649240508402904,4.693302486864177,6.0291132688522335,2.671621563976114,0.563855548061521,1306944000,746323600.0,54.69904548095859,0.03110508256294664,0.07393534583642462
2020-03-26,6.348499774932861,6.555500030517578,6.25,6.431000232696533,6.406587600708008,696108000,0.047308768112445554,6.117190837860107,6.205852031707764,5.297065258026123,-0.014286707674410648,0.17156420195213662,0.03373019325669713,5.9777915384288764,6.166292490957404,-0.18286690615833034,-0.2476383723274369,0.06477146616910656,53.65647441172846,93.8925774799043,78.2494145917081,18.921930262310735,7.376172132461193,4.693610363037465,6.034891247749329,2.682561769423728,0.5532230061894857,2003052000,735808200.0,61.2721203107526,0.07173151815726087,0.04750427918885042
2020-03-27,6.25,6.578000068664551,6.2170000076293945,6.3182501792907715,6.2942657470703125,638828000,-0.01753224347159199,6.406587600708008,6.117190837860107,6.205852031707764,0.047308768112445554,-0.014286707674410648,0.17156420195213662,6.00793193925187,6.171311050020655,-0.1352289859342486,-0.22515649504879925,0.08992750911455066,52.41590933635153,87.39689928578535,85.10963993503191,4.936886975296963,7.322903597009936,4.703693569051466,6.013298583030701,2.61921002795847,0.5394927958213194,1364224000,711087000.0,60.996229251588964,0.04765929619603804,0.0571360821099488
2020-03-30,6.383999824523926,6.64900016784668,6.339749813079834,6.639750003814697,6.614545822143555,602252000,0.05088442209837063,6.2942657470703125,6.406587600708008,6.117190837860107,-0.01753224347159199,0.047308768112445554,-0.014286707674410648,6.065704690003459,6.188692805790181,-0.0708153503006006,-0.19428826609915953,0.12347291579855893,55.57033840273411,99.56612738440948,93.6185347166997,35.22915497448948,7.278405665846862,4.721194506195984,5.999800086021423,2.557211159650878,0.5245825953023614,1966476000,696662400.0,61.14259102904335,0.09048266610219402,0.04657560218218666
2020-03-31,6.679999828338623,6.885000228881836,6.443749904632568,6.590000152587891,6.56498384475708,949960000,-0.007492876868515408,6.614545822143555,6.2942657470703125,6.406587600708008,0.05088442209837063,-0.01753224347159199,0.047308768112445554,6.11325508569428,6.2034493171222165,-0.023495476130701576,-0.16012970810546795,0.13663423197476637,54.96313544529547,87.54222666840647,91.5017511128671,21.323735719900316,7.27023367313875,4.72366314502226,5.996948409080505,2.54657052811649,0.5186302902271404,1016516000,711520800.0,68.0723687142356,0.07389332732407938,0.06695755903374126
2020-04-01,6.391250133514404,6.538249969482422,6.0320000648498535,6.076749801635742,6.053680896759033,656912000,-0.07788335205217345,6.56498384475708,6.614545822143555,6.2942657470703125,-0.007492876868515408,0.05088442209837063,-0.01753224347159199,6.107581353414733,6.197576045735425,-0.026941445483124937,-0.13349205558099936,0.10655061009787442,49.01312674991687,65.86780334333724,84.32538579871772,19.845171100594133,7.117586214251052,4.77310368328618,5.945344948768616,2.3444825309648714,0.5214424186207759,359604000,714496000.0,68.57905928362578,-0.008825172115892288,0.08330932178519113
