open,high,low,adj_close,volume,daily_return,adj_close_lag1,adj_close_lag2,adj_close_lag3,daily_return_lag1,daily_return_lag2,daily_return_lag3,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI_14,Stoch_k,Stoch_d,ROC_10,BB_high,BB_low,BB_mid,BB_width,ATR_14,OBV,Volume_SMA_20,MFI_14,Close_to_EMA20,High_Low_Spread,date_days,dow_sin,dow_cos,month_sin,month_cos
-1.0,-0.999848087583842,-1.0,-0.9955491899414866,0.49133053640693214,-0.1444390110138754,-1.0,-0.9906751293943374,-1.0,-0.8332305348922909,0.18779813036276183,-1.0,-0.9957523809855976,-0.9973958618144984,-0.6152079778145146,-0.5903783578112465,-0.371782475885219,-0.5162476482208496,-0.38286385554844526,-0.4686840599945956,-0.8852662317953319,-0.9834413084930753,-0.9935200723828801,-0.9895743434580934,-0.3996109766697644,-0.71744764046069,0.8249097898229738,0.9657985048217255,-0.19796936866453696,-0.7557578399742345,0.527470979257984,-1.0,0.23191411347961666,-0.9999999999999999,0.8660254037844386,0.5000000000000001
-0.9893793362100289,-0.9915900071764622,-0.9925587188656413,-1.0,0.527472561065804,-0.6405397968070083,-0.993691600812594,-1.0,-0.9859864597808304,-0.1444390110138754,-0.8332305348922909,0.3581123838814925,-0.9982305534163811,-0.9988384812188743,-0.6219768778092905,-0.6023224141998532,-0.3556740088691045,-0.5626059337533929,-0.5216886540592403,-0.49561972417811373,-0.9036248234781016,-0.9863768179615762,-0.996977795918988,-0.9927390912913177,-0.4022289753958579,-0.7102953809427007,0.7696462642112769,0.969568077631954,-0.23868214556946943,-0.8369591243144232,0.7133861343380256,-0.9986178299930891,-1.0,-1.0,0.8660254037844386,0.5000000000000001
-0.9976627066809584,-1.0,-0.9967484094064213,-0.9957217940027536,0.3658624610772517,-0.24085255062615307,-0.9981789364751021,-0.9934499665056018,-0.9956891363312081,-0.6405397968070083,-0.1444390110138754,-0.448812200300946,-1.0,-1.0,-0.6224106380565726,-0.6119756171463387,-0.32135295021194477,-0.4958713730014417,-0.3882479851079508,-0.43057840395729663,-0.6137703193529357,-0.9879457087228212,-0.999933970140516,-0.9949086595498602,-0.3967171170166587,-0.7180616023871592,0.817943616658366,0.9474090728475631,-0.21892045683173067,-0.6585335883922602,0.15690717192812254,-0.9944713199723566,-0.38404294326019184,1.0000000000000002,0.8660254037844386,0.5000000000000001
-0.9831465540259179,-0.9780148994821551,-0.9780311054918391,-0.9732272971882954,0.7552722312549287,0.5737138363828134,-0.9938656213503017,-0.9981091832128631,-0.9888737220399157,-0.2408525506261531,-0.6405397968070083,0.0955435390701315,-0.9991154559916575,-0.9999354206978622,-0.6021185167964681,-0.6151155274720614,-0.2237722433983895,-0.19150957733275709,0.33508677687884747,-0.184520561370772,-0.34050307814239145,-0.9886967364570071,-1.0,-0.9953651249729325,-0.40248982530981586,-0.6817124317329998,0.852640586441527,0.9522359616901569,-0.16056273112646813,0.03354869487985951,0.3689607869736494,-0.9930891499654457,0.7258733209145506,0.6038754716096768,0.8660254037844386,0.5000000000000001
-0.9676892570624638,-0.9724487529861867,-0.9681368687774607,-0.9754218969248889,0.5173052789676069,-0.5246228233079825,-0.9711865232898002,-0.9936306526538364,-0.9937217113150936,0.5737138363828136,-0.2408525506261531,-0.2965276474804498,-0.998557640952481,-0.9999885501344379,-0.5871760538949029,-0.6142529387418711,-0.1638076894258634,-0.21965727725028317,0.4798205841439347,0.15871919823443026,-0.20945496717717824,-0.9900937664280463,-0.9999747984354515,-0.9961503515845457,-0.41428299524748763,-0.6909922433455026,0.8304971499217277,0.9570012623216694,0.017856683010308627,-0.05183076105273479,-0.00045036270154774627,-0.9917069799585349,1.0,-0.28620826421558093,0.8660254037844386,0.5000000000000001
-0.967601998492305,-0.9722056838481943,-0.9641183177651691,-0.9682586513403922,0.4224182489784589,-0.16060524225226636,-0.9733991330245404,-0.9700828638240508,-0.9890617288581969,-0.5246228233079825,0.5737138363828134,0.019347387082801953,-0.9972614666625922,-0.9996636571102083,-0.5685004521905678,-0.609345280892738,-0.10320536020180099,-0.13106647004289562,0.8776237550021782,0.5925619379638805,0.38983559241945226,-0.9898092066593582,-0.9999645118181203,-0.9959837560964349,-0.4119640157930517,-0.7027398368926487,0.8504261550399832,0.9349495739739744,0.17313291917085416,0.1368784727241318,-0.4032087702981102,-0.9903248099516241,0.23191411347961666,-0.9999999999999999,0.8660254037844386,0.5000000000000001
-0.970057709061667,-0.9716587898778858,-0.9649549864716234,-0.9710388585102345,0.3601553667344989,-0.5438014062118405,-0.9661771022148611,-0.9723802244447157,-0.9645598791109988,-0.1606052422522663,-0.5246228233079825,0.663103694318319,-0.9963959294207918,-0.9994974148507789,-0.5557141689368293,-0.6025315764161316,-0.07464939197529817,-0.17057577429708326,0.7474679153668919,0.7338942366996422,-0.045165929977025183,-0.991156822557661,-0.999627615629721,-0.9966063337455542,-0.42548932871313005,-0.7180294995820629,0.8324992050482082,0.8818403049207876,0.16661552413632696,0.025064159440214215,-0.25527379829085445,-0.9889426399447132,-1.0,-1.0,0.8660254037844386,0.5000000000000001
-0.9667169421858001,-0.9699330360866978,-0.9618428366326071,-0.9631112167671012,0.31740477538408224,-0.13947537606295712,-0.9689801251743626,-0.964881563961179,-0.9669503194682463,-0.5438014062118406,-0.16060524225226636,-0.20491782414897375,-0.9947368798070018,-0.9989216361698682,-0.5384252015435482,-0.5931761752193208,-0.03657025490833568,-0.07011376204887987,0.9913063651108722,0.9091919272287379,0.8970693368632023,-0.9922825545632818,-0.9990428828171615,-0.996995533626356,-0.43895699826426726,-0.7347883929747447,0.8495659989382194,0.8499917879240693,0.17007303930379014,0.2239769641091151,-0.417544163374999,-0.9847961299239807,-0.38404294326019184,1.0000000000000002,0.8660254037844386,0.5000000000000001
-0.9593373279847079,-0.9641967342400299,-0.9592060595966205,-0.9643379755827455,0.6478586107250758,-0.4844710456001553,-0.9609874251836039,-0.9677919527499792,-0.9591478436688852,-0.13947537606295712,-0.5438014062118405,0.08276727738057638,-0.9933713824948087,-0.9984328193728721,-0.5257242820994112,-0.5828235541198564,-0.021630127293115226,-0.08945175837907837,0.7503798834388595,0.8655825882225527,0.4645432723623044,-0.9924892868659203,-0.9989604047817184,-0.9970777527954778,-0.4412919017896394,-0.7415245356150559,0.8187674130189502,0.8827880683838618,0.3337756935788687,0.14692038778372712,-0.10580712594279296,-0.9834139599170698,0.7258733209145506,0.6038754716096768,0.8660254037844386,0.5000000000000001
-0.9665361837989794,-0.9726249699981091,-0.96964540158085,-0.9769938638630671,0.3803960302607109,-0.9004627144325535,-0.9622242514040817,-0.9594931036925729,-0.9621761496098198,-0.48447104560015536,-0.13947537606295718,-0.22007476397008857,-0.9935343125390828,-0.998627373771551,-0.5266491863334681,-0.5747503321140737,-0.055779579440037017,-0.27894732469103034,0.3160830044710652,0.7177372689134192,0.41855270178570037,-0.996351033887098,-0.9973085260627021,-0.998565623887463,-0.48702011166358616,-0.7383388041005365,0.7702666285544036,0.8892727362964516,0.34574528262969295,-0.23730399166356544,0.14001372183733285,-0.9820317899101589,1.0,-0.28620826421558093,1.0,6.123233995736766e-17
