date,open,high,low,close,adj_close,volume,daily_return,adj_close_lag1,adj_close_lag2,adj_close_lag3,daily_return_lag1,daily_return_lag2,daily_return_lag3,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI_14,Stoch_k,Stoch_d,ROC_10,BB_high,BB_low,BB_mid,BB_width,ATR_14,OBV,Volume_SMA_20,MFI_14,Close_to_EMA20,High_Low_Spread,y_price_return_1d
2020-03-19,5.048999786376953,5.41825008392334,4.834750175476074,5.324250221252441,5.304038047790527,765512000,0.050044457593289904,5.05125093460083,5.411129951477051,4.891361236572266,-0.0665071842856012,0.106262590261893,-0.18452082789603863,6.030341786103436,6.2347529096571,-0.3568855015485486,-0.18505678121314884,-0.17182872033539975,41.56208899971024,30.985512312841063,26.736867524832093,-22.07179900342409,7.627881419834151,4.88649159652327,6.257186508178711,2.7413898233108807,0.5400130804637038,1159492000,750560400.0,45.562806588543864,-0.12044155440519677,0.10959287865888598,-0.033901492795565535
2020-03-20,5.474999904632568,5.757999897003174,5.1282501220703125,5.143750190734863,5.124223232269287,804636000,-0.03390149427682643,5.304038047790527,5.05125093460083,5.411129951477051,0.050044457593289904,-0.0665071842856012,0.106262590261893,5.944044780976374,6.191202726230127,-0.3821045509943044,-0.22446633516937994,-0.15763821582492446,40.10647419137808,24.057193007181155,25.429418854401074,-22.662018062339467,7.511846713247897,4.7830022056668975,6.1474244594573975,2.728844507581,0.5464228443543578,354856000,752383200.0,43.83937397746394,-0.13792317839375734,0.12243008536207547,0.03373017307693371
2020-03-23,5.142749786376953,5.4120001792907715,4.9629998207092285,5.317249774932861,5.297065258026123,643876000,0.03373038564525843,5.124223232269287,5.304038047790527,5.05125093460083,-0.03390149427682643,0.050044457593289904,-0.0665071842856012,5.882427683552541,6.156138511790755,-0.38372062983309085,-0.2563171941021221,-0.12740343573096874,42.20189501718831,30.716806943400922,28.58650408780771,-13.343375502904806,7.449831581920923,4.694524335056006,6.0721779584884645,2.7553072468649162,0.5394640953705854,998732000,741731200.0,44.67591575647739,-0.09951034794071667,0.0844422168577199,0.17156426359022947
2020-03-24,5.724999904632568,6.316500186920166,5.701250076293945,6.229499816894531,6.205852031707764,1101644000,0.17156420195213662,5.297065258026123,5.124223232269287,5.304038047790527,0.03373038564525843,-0.03390149427682643,0.050044457593289904,5.913230002424466,6.158088061591422,-0.3081180927910623,-0.26667737383991014,-0.041440718951152145,51.75860795045243,66.81622325581395,40.53007440213201,-4.557994741917623,7.420145224677732,4.692548037422487,6.0563466310501095,2.7275971872552454,0.5723059751289225,2100376000,744038600.0,47.14628538574041,0.04948598805784998,0.09876396640347429,-0.014286820907934095
2020-03-25,6.34499979019165,6.545499801635742,6.0914998054504395,6.140500068664551,6.117190837860107,793432000,-0.014286707674410648,6.205852031707764,5.297065258026123,5.124223232269287,0.17156420195213662,0.03373038564525843,-0.03390149427682643,5.932654843894528,6.156484248896076,-0.2524467063808409,-0.2638312403480963,0.011384533967255417,50.874807975795406,74.03944303940607,57.190824412873646,-0.3448438993306259,7.364923708920313,4.693302304263281,6.029113006591797,2.6716214046570315,0.563855548061521,1306944000,746323600.0,54.69904548095859,0.03110512895512385,0.07393534583642462,0.04730887725487176
2020-03-26,6.348499774932861,6.555500030517578,6.25,6.431000232696533,6.40658712387085,696108000,0.047308690162096934,6.117190837860107,6.205852031707764,5.297065258026123,-0.014286707674410648,0.17156420195213662,0.03373038564525843,5.97779125151132,6.16629220477744,-0.1828668941397158,-0.2476383711064202,0.0647714769667044,53.65647126061571,93.8925774799043,78.2494145917081,18.921931937140798,7.376171829222269,4.69361018943923,6.0348910093307495,2.6825616397830387,0.5532230061894857,2003052000,735808200.0,61.2721203107526,0.0717314898293111,0.04750427918885042,-0.01753227325860096
2020-03-27,6.25,6.578000068664551,6.2170000076293945,6.3182501792907715,6.294265270233154,638828000,-0.017532244776502837,6.40658712387085,6.117190837860107,6.205852031707764,0.047308690162096934,-0.014286707674410648,0.17156420195213662,6.007931634246733,6.171310756363939,-0.135228990888967,-0.22515649506292956,0.08992750417396256,52.41590663964533,87.39689928578535,85.10963993503191,4.936887367766914,7.322903156426182,4.70369343743063,6.013298296928406,2.6192097189955525,0.5394927958213194,1364224000,711087000.0,60.996229251588964,0.04765927001469983,0.0571360821099488,0.050884313757897814
2020-03-30,6.383999824523926,6.64900016784668,6.339749813079834,6.639750003814697,6.614544868469238,602252000,0.05088435019584425,6.294265270233154,6.40658712387085,6.117190837860107,-0.017532244776502837,0.047308690162096934,-0.014286707674410648,6.065704323220305,6.188692486250421,-0.0708154065353428,-0.19428827735741222,0.12347287082206942,55.57033059390275,99.56612738440948,93.6185347166997,35.22912229448286,7.27840489038757,4.721194518715823,5.999799704551696,2.557210371671747,0.5245825953023614,1966476000,696662400.0,61.14259102904335,0.09048257481788236,0.04657560218218666,-0.0074927295753942635
2020-03-31,6.679999828338623,6.885000228881836,6.443749904632568,6.590000152587891,6.56498384475708,949960000,-0.0074927337704533414,6.614544868469238,6.294265270233154,6.40658712387085,0.05088435019584425,-0.017532244776502837,0.047308690162096934,6.113254753842855,6.203449010113427,-0.02349549582466537,-0.16012972105086287,0.1366342252261975,54.96313939114834,87.54222666840647,91.5017511128671,21.32371433742905,7.270232892615813,4.723663162605745,5.996948027610779,2.5465697300100683,0.5186302902271404,1016516000,711520800.0,68.0723687142356,0.07389338561921743,0.06695755903374126,-0.07788320774933444
2020-04-01,6.391250133514404,6.538249969482422,6.0320000648498535,6.076749801635742,6.053681373596191,656912000,-0.07788327941876416,6.56498384475708,6.614544868469238,6.294265270233154,-0.0074927337704533414,0.05088435019584425,-0.017532244776502837,6.107581098581268,6.1975757694656926,-0.026941398285548424,-0.1334920564978,0.10655065821225157,49.01313509038467,65.86780334333724,84.32538579871772,19.84519185393781,7.117585714673119,4.773103610659522,5.9453446626663204,2.344482104013597,0.5214424186207759,359604000,714496000.0,68.57905928362578,-0.008825052686995405,0.08330932178519113,0.051014181879473375
