date,open,high,low,close,adj_close,volume,daily_return,adj_close_lag1,adj_close_lag2,adj_close_lag3,daily_return_lag1,daily_return_lag2,daily_return_lag3,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI_14,Stoch_k,Stoch_d,ROC_10,BB_high,BB_low,BB_mid,BB_width,ATR_14,OBV,Volume_SMA_20,MFI_14,Close_to_EMA20,High_Low_Spread,y_price_return_1d,y_updown_1d
2020-03-19,5.048999786376953,5.41825008392334,4.834750175476074,5.324250221252441,5.304039478302002,765512000,0.05004444342073122,5.051252365112305,5.411130428314209,4.891361236572266,-0.06650700218180128,0.10626268774746706,-0.18452076306751453,6.030342242778095,6.234753060808574,-0.35688528912894846,-0.18505667847267396,-0.1718286106562745,41.56209272587727,30.985512312841063,26.736867524832093,-22.071783445505623,7.6278809491435995,4.886492687102128,6.257186818122864,2.741388262041472,0.5400130804637038,1159492000,750560400.0,45.562806588543864,-0.12044138379474378,0.10959287865888598,-0.033901492795565535,0.0
2020-03-20,5.474999904632568,5.757999897003174,5.1282501220703125,5.143750190734863,5.124223709106445,804636000,-0.03390166493502822,5.304039478302002,5.051252365112305,5.411130428314209,0.05004444342073122,-0.06650700218180128,0.10626268774746706,5.944045239571271,6.191202890153589,-0.3821043639967421,-0.22446621557748758,-0.1576381484192545,40.106469184332816,24.057193007181155,25.429418854401074,-22.662005299812332,7.511846291027725,4.783003295459091,6.147424793243408,2.728842995568634,0.5464228443543578,354856000,752383200.0,43.83937397746394,-0.13792316468371257,0.12243008536207547,0.03373017307693371,1.0
2020-03-23,5.142749786376953,5.4120001792907715,4.9629998207092285,5.317249774932861,5.297065258026123,643876000,0.03373028945096879,5.124223709106445,5.304039478302002,5.051252365112305,-0.03390166493502822,0.05004444342073122,-0.06650700218180128,5.882428098471733,6.156138669285845,-0.38372050292239734,-0.25631707304646956,-0.1274034298759278,42.20188583285285,30.716806943400922,28.58650408780771,-13.343402542373873,7.449831239886342,4.694525344662607,6.072178292274475,2.755305895223735,0.5394640953705854,998732000,741731200.0,44.67591575647739,-0.09951041145707984,0.0844422168577199,0.17156426359022947,1.0
2020-03-24,5.724999904632568,6.316500186920166,5.701250076293945,6.229499816894531,6.205851078033447,1101644000,0.17156402191389475,5.297065258026123,5.124223709106445,5.304039478302002,0.03373028945096879,-0.03390166493502822,0.05004444342073122,5.91323028700142,6.158088175511241,-0.3081180904798346,-0.2666772765331426,-0.04144081394669202,51.75859735157839,66.81622325581395,40.53007440213201,-4.558009408814071,7.420144653370846,4.6925490378828165,6.056346845626831,2.7275956154880294,0.5723059751289225,2100376000,744038600.0,47.14628538574041,0.04948577627278805,0.09876396640347429,-0.014286820907934095,0.0
2020-03-25,6.34499979019165,6.545499801635742,6.0914998054504395,6.140500068664551,6.117189884185791,793432000,-0.014286709869897773,6.205851078033447,5.297065258026123,5.124223709106445,0.17156402191389475,0.03373028945096879,-0.03390166493502822,5.932655010542789,6.156484320949459,-0.2524468017166166,-0.2638311815698374,0.011384379853220827,50.874796912907456,74.03944303940607,57.190824412873646,-0.34487491836642264,7.364922940354687,4.693303311247486,6.029113125801087,2.6716196291072016,0.563855548061521,1306944000,746323600.0,54.69904548095859,0.031104939241380025,0.07393534583642462,0.04730887725487176,1.0
2020-03-26,6.348499774932861,6.555500030517578,6.25,6.431000232696533,6.406588077545166,696108000,0.04730900933899895,6.117189884185791,6.205851078033447,5.297065258026123,-0.014286709869897773,0.17156402191389475,0.03373028945096879,5.977791493114444,6.1662923114041925,-0.1828669127399385,-0.24763832780385764,0.06477141506391915,53.65648003449781,93.8925774799043,78.2494145917081,18.92192858748097,7.376171162763403,4.693611189684106,6.034891176223755,2.6825599730792966,0.5532230061894857,2003052000,735808200.0,61.2721203107526,0.07173160604959761,0.04750427918885042,-0.01753227325860096,0.0
2020-03-27,6.25,6.578000068664551,6.2170000076293945,6.3182501792907715,6.2942657470703125,638828000,-0.017532316595870845,6.406588077545166,6.117189884185791,6.205851078033447,0.04730900933899895,-0.014286709869897773,0.17156402191389475,6.007931898253099,6.171310877508747,-0.13522898719506582,-0.2251564596820993,0.08992747248703348,52.415909683818754,87.39689928578535,85.10963993503191,4.936903659729241,7.322902676621044,4.703694394072927,6.013298535346985,2.619208282548117,0.5394927958213194,1364224000,711087000.0,60.996229251588964,0.04765930334537738,0.0571360821099488,0.050884313757897814,1.0
2020-03-30,6.383999824523926,6.64900016784668,6.339749813079834,6.639750003814697,6.614544868469238,602252000,0.050884270583586355,6.2942657470703125,6.406588077545166,6.117189884185791,-0.017532316595870845,0.04730900933899895,-0.014286709869897773,6.065704562083207,6.188692602644452,-0.0708154234549232,-0.1942882524366641,0.12347282898174089,55.57032966927172,99.56612738440948,93.6185347166997,35.22912229448286,7.2784045828979576,4.7211953984100266,5.999799990653992,2.557209184487931,0.5245825953023614,1966476000,696662400.0,61.14259102904335,0.09048253187549538,0.04657560218218666,-0.0074927295753942635,0.0
2020-03-31,6.679999828338623,6.885000228881836,6.443749904632568,6.590000152587891,6.564983367919922,949960000,-0.0074928058596397396,6.614544868469238,6.2942657470703125,6.406588077545166,0.050884270583586355,-0.017532316595870845,0.04730900933899895,6.113254924543846,6.20344910324349,-0.02349556673988573,-0.16012971529730843,0.1366341485574227,54.96313252159986,87.54222666840647,91.5017511128671,21.32369483404202,7.27023258948071,4.723664037945438,5.996948313713074,2.5465685515352714,0.5186302902271404,1016516000,711520800.0,68.0723687142356,0.07389327763225606,0.06695755903374126,-0.07788320774933444,0.0
2020-04-01,6.391250133514404,6.538249969482422,6.0320000648498535,6.076749801635742,6.053682327270508,656912000,-0.07788306717544924,6.564983367919922,6.614544868469238,6.2942657470703125,-0.0074928058596397396,0.050884270583586355,-0.017532316595870845,6.107581343851147,6.197575896342589,-0.02694139658201955,-0.13349205155425067,0.10655065497223112,49.01314282086206,65.86780334333724,84.32538579871772,19.845176793813113,7.1175855930559795,4.773104447532399,5.945345020294189,2.344481145523581,0.5214424186207759,359604000,714496000.0,68.57905928362578,-0.008824936344876133,0.08330932178519113,0.051014181879473375,1.0
2020-04-02,6.105999946594238,6.400000095367432,6.057750225067139,6.386750221252441,6.362504959106445,675764000,0.05101401347817003,6.053682327270508,6.564983367919922,6.614544868469238,-0.07788306717544924,-0.0074928058596397396,0.050884270583586355,6.131859783399271,6.204043702725485,-0.004698672732596165,-0.10773337578991977,0.10303470305732361,52.367182058188796,78.9590371111401,77.45635570762794,19.95583715269203,7.045085512592986,4.801223577067659,5.923154544830322,2.2438619355253273,0.5086429508835986,1035368000,721267800.0,68.84594859846749,0.03761422861161923,0.0535874832182145,-0.045249935306786226,0.0
2020-04-03,6.348999977111816,6.390749931335449,5.959750175476074,6.097750186920166,6.074602127075195,663212000,-0.04524991868480732,6.362504959106445,6.053682327270508,6.564983367919922,0.05101401347817003,-0.07788306717544924,-0.0074928058596397396,6.126406673273169,6.198967562503905,-0.010185098793431102,-0.08822372039062204,0.07803862159719094,49.122922497743915,66.75464392668951,70.52716146038894,18.546778437479176,6.973349380315446,4.81784472483287,5.895597052574158,2.1555046554825754,0.5030970083818683,372156000,728657800.0,68.47165549616062,-0.00845594309368558,0.07068176665942806,0.10040585994160578,1.0
2020-04-06,6.38100004196167,6.747000217437744,6.323249816894531,6.710000038146973,6.684528350830078,727884000,0.10040595433178612,6.074602127075195,6.362504959106445,6.053682327270508,-0.04524991868480732,0.05101401347817003,-0.07788306717544924,6.179561118754779,6.218009162046108,0.03428757212845124,-0.06372146188680738,0.09800903401525862,55.423475202907866,92.60978933785684,79.44115679189548,26.193052666316852,7.052609655232078,4.795766428141946,5.924188041687012,2.2568432270901315,0.5135365099629905,1100040000,734344000.0,68.6841179827745,0.08171571125702415,0.06315207125695269,-0.034910591256753665,0.0
2020-04-07,6.932499885559082,6.956250190734863,6.432499885559082,6.475749969482422,6.451167106628418,784520000,-0.03491065217378897,6.684528350830078,6.074602127075195,6.362504959106445,0.10040595433178612,-0.04524991868480732,0.05101401347817003,6.205428355695125,6.227152610853258,0.050124379471349734,-0.040952293615175966,0.0910766730865257,52.73272833745875,77.3509206789316,78.90511798115931,3.952979623750626,7.04503445038895,4.79823604216476,5.921635246276855,2.2467984082241905,0.5142660667639041,315520000,744537600.0,75.81127222785332,0.039600610440979844,0.08087871021024648,0.030575602078018127,1.0
2020-04-08,6.585249900817871,6.698750019073486,6.514999866485596,6.673749923706055,6.648415565490723,542444000,0.03057562385256407,6.451167106628418,6.684528350830078,6.074602127075195,-0.03491065217378897,0.10040595433178612,-0.04524991868480732,6.247617613770896,6.243672726721394,0.07769583630769272,-0.01722266763060223,0.09491850393829496,54.733182576837436,85.82715592195397,85.2626219795808,8.684145683923603,7.111471436922551,4.7828046575140934,5.947138047218322,2.328666779408458,0.4934613512515584,857964000,746661600.0,75.66831507471784,0.0641521258977813,0.027533269104852945,-0.01498406529698626,0.0
2020-04-09,6.800000190734863,6.822999954223633,6.510499954223633,6.573750019073486,6.548795223236084,525564000,-0.014984072712260654,6.648415565490723,6.451167106628418,6.684528350830078,0.03057562385256407,-0.03491065217378897,0.10040595433178612,6.276301195624724,6.255638314820009,0.09046506052887171,0.0043148780012925575,0.08615018252757915,53.501626571418825,80.81022949181956,81.32943536423504,2.2197017190686616,7.167919064917656,4.842514370522408,6.005216717720032,2.3254046943952478,0.4805355404478756,332400000,732112800.0,75.35622063149233,0.04341634015291018,0.04753755453025946,0.026240750410937652,1.0
2020-04-13,6.513750076293945,6.755000114440918,6.425000190734863,6.746250152587891,6.720639705657959,398408000,0.026240625422542685,6.548795223236084,6.648415565490723,6.451167106628418,-0.014984072712260654,0.03057562385256407,-0.03491065217378897,6.318619148961222,6.273873663480321,0.11314688937935813,0.026081280276905674,0.08706560910245245,55.36727214286118,83.26693075717175,83.30143872364842,6.774006305439259,7.2450909936681684,4.837592092727095,6.041341543197632,2.407498900941073,0.4697829963948884,730808000,720291400.0,80.45400208169656,0.06362474889198366,0.04891605206478525,0.0522512438584577,1.0
2020-04-14,6.875,7.132999897003174,6.847249984741211,7.098750114440918,7.071802616119385,530948000,0.05225141144909018,6.720639705657959,6.548795223236084,6.648415565490723,0.026240625422542685,-0.014984072712260654,0.03057562385256407,6.39035090773819,6.305164994956363,0.15764112547419185,0.05239324931636291,0.10524787615782893,58.988491669566514,97.08077641666291,87.05264555521808,6.912913235041169,7.31197824571224,4.9887489786377355,6.150363612174988,2.3232292670745043,0.4638520498249166,1261756000,710490200.0,79.48010234274889,0.10663760382172627,0.04025355276003654,-0.01095266134745132,0.0
