date,open,high,low,close,adj_close,volume,daily_return,adj_close_lag1,adj_close_lag2,adj_close_lag3,daily_return_lag1,daily_return_lag2,daily_return_lag3
2015-01-08,13.074999809265137,13.074999809265137,13.074999809265137,13.074999809265137,12.847930908203125,0,0.0,12.847930908203125,12.847930908203125,12.847930908203125,0.0,0.0,0.0
2015-01-09,13.074999809265137,13.074999809265137,13.074999809265137,13.074999809265137,12.847930908203125,0,0.0,12.847930908203125,12.847930908203125,12.847930908203125,0.0,0.0,0.0
2015-01-12,13.074999809265137,13.074999809265137,13.074999809265137,13.074999809265137,12.847930908203125,0,0.0,12.847930908203125,12.847930908203125,12.847930908203125,0.0,0.0,0.0
2015-01-13,13.074999809265137,13.074999809265137,13.074999809265137,13.074999809265137,12.847930908203125,0,0.0,12.847930908203125,12.847930908203125,12.847930908203125,0.0,0.0,0.0
2015-01-14,13.074999809265137,13.074999809265137,13.074999809265137,13.074999809265137,12.847930908203125,0,0.0,12.847930908203125,12.847930908203125,12.847930908203125,0.0,0.0,0.0
2015-01-15,13.074999809265137,13.074999809265137,13.074999809265137,13.074999809265137,12.847930908203125,0,0.0,12.847930908203125,12.847930908203125,12.847930908203125,0.0,0.0,0.0
2015-01-16,13.074999809265137,13.074999809265137,13.074999809265137,13.074999809265137,12.847930908203125,0,0.0,12.847930908203125,12.847930908203125,12.847930908203125,0.0,0.0,0.0
2015-01-19,13.074999809265137,13.074999809265137,13.074999809265137,13.074999809265137,12.847930908203125,0,0.0,12.847930908203125,12.847930908203125,12.847930908203125,0.0,0.0,0.0
2015-01-20,13.074999809265137,13.074999809265137,13.074999809265137,13.074999809265137,12.847930908203125,0,0.0,12.847930908203125,12.847930908203125,12.847930908203125,0.0,0.0,0.0
2015-01-21,13.074999809265137,13.074999809265137,13.074999809265137,13.074999809265137,12.847930908203125,0,0.0,12.847930908203125,12.847930908203125,12.847930908203125,0.0,0.0,0.0
2015-01-22,13.074999809265137,13.074999809265137,13.074999809265137,13.074999809265137,12.847930908203125,0,0.0,12.847930908203125,12.847930908203125,12.847930908203125,0.0,0.0,0.0
