datetime,open,high,low,close,adj_close,volume,daily_return,return_6d,return_13d,return_26d,return_65d,close_mean_6d,close_std_6d,close_min_6d,close_max_6d,return_mean_6d,return_std_6d,volume_mean_6d,volume_std_6d,close_mean_13d,close_std_13d,close_min_13d,close_max_13d,return_mean_13d,return_std_13d,volume_mean_13d,volume_std_13d,close_mean_26d,close_std_26d,close_min_26d,close_max_26d,return_mean_26d,return_std_26d,volume_mean_26d,volume_std_26d,close_mean_65d,close_std_65d,close_min_65d,close_max_65d,return_mean_65d,return_std_65d,volume_mean_65d,volume_std_65d,price_position_6d,pct_from_high_6d,pct_from_low_6d,price_position_13d,pct_from_high_13d,pct_from_low_13d,price_position_26d,pct_from_high_26d,pct_from_low_26d,price_position_65d,pct_from_high_65d,pct_from_low_65d,volume_change,volume_change_6d,volume_ratio_6d,volume_ratio_13d,volume_ratio_26d,volume_ratio_65d,hl_pct_6d,hl_pct_13d,hl_pct_26d,hl_pct_65d,realized_vol_13d,realized_vol_26d,adj_close_lag1,adj_close_lag2,adj_close_lag3,adj_close_lag6,adj_close_lag13,adj_close_lag26,daily_return_lag1,daily_return_lag2,daily_return_lag3,daily_return_lag6,daily_return_lag13,daily_return_lag26,volume_lag1,volume_lag2,volume_lag3,volume_lag6,volume_lag13,volume_lag26,high_lag1,high_lag2,high_lag3,high_lag6,high_lag13,high_lag26,low_lag1,low_lag2,low_lag3,low_lag6,low_lag13,low_lag26,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI_14,Stoch_k,Stoch_d,ROC_10,BB_high,BB_low,BB_mid,BB_width,ATR_14,OBV,Volume_SMA_20,MFI_14,ADX_14,ADX_pos,ADX_neg,CCI_20,WillR_14,KC_high,KC_low,KC_mid,KC_width,KC_position,DC_high,DC_low,DC_mid,UO,CMF_20,Close_to_EMA20,Close_to_EMA50,EMA20_to_EMA50,High_Low_Spread,BB_position,BB_width_pct,ROC_to_ATR,volume_price_trend,RSI_change,RSI_slope_5d,MACD_acceleration,MACD_to_signal_ratio,Stoch_K_D_diff,Stoch_change,efficiency_ratio_10d,y_price_return_1d
2025-01-22 10:00:00+00:00,138.5,138.67999267578125,138.16000366210938,138.4600067138672,138.4600067138672,19303,-0.0002887601886845115,0.03359211536628104,0.033900900589876715,0.057592488927412644,0.06393120764745097,135.92666625976562,2.483600667136905,133.4199981689453,138.5,0.005589297585751034,0.012830274046381124,20206.333333333332,20407.696505648706,134.9076925424429,1.8849500144029017,133.4199981689453,138.5,0.0026039105002972993,0.00892124680290626,15352.692307692309,15473.45134084302,134.1892312856821,1.6831421333693757,131.02000427246094,138.5,0.0021800157360005903,0.007121832013709032,21554.03846153846,19634.926317113128,132.1596921480619,2.6836226330470936,127.26000213623047,138.5,0.0009899744633509809,0.008606536741718247,25192.8,24744.613179690237,0.9921273067640248,-0.00028876018866371767,0.037775510521009935,0.9921273067640248,-0.00028876018866371767,0.037775510521009935,0.9946532996092361,-0.00028876018866371767,0.05678524040776733,0.9964418768951777,-0.00028876018866371767,0.08800883536656826,-0.4947652201224938,1.331280193236715,0.955294544614252,1.2573039056033095,0.8955630303080221,0.7662109809148779,0.008522318705460533,0.005611193530676587,0.006300084615159969,0.007993424575967337,0.14162040255072014,0.11305557832471468,138.5,137.5399932861328,133.4199981689453,133.9600067138672,133.9199981689453,130.9199981689453,0.006979836852762045,0.030879891873259346,-0.0019449021624837748,0.0017948361574415816,-0.0022351590599712923,-0.0012206565446619688,38206.0,0.0,6223.0,8280.0,65921.0,6683.0,138.60000610351562,138.17999267578125,133.82000732421875,134.16000366210938,134.3800048828125,131.44000244140625,137.5399932861328,137.36000061035156,133.3800048828125,133.63999938964844,133.72000122070312,130.89999389648438,134.19727523893945,132.58731586556505,1.1159221395364227,0.8136151673883693,0.30230697214805347,75.00657076066145,96.67694676476555,79.11573471987322,3.235916906265615,137.57606482644204,131.22393470405675,134.3999997652494,6.35213012238529,1.2227650937979277,188559,20016.615384615383,50.33613371697918,18.992259451871618,45.8491950620955,22.40697869866327,238.602575432048,-3.32305323523446,135.0964132455679,133.7210235595703,134.40871840256912,1.3753896859975896,3.445556679744953,138.67999267578125,132.05999755859375,135.3699951171875,69.99284670739175,-0.19728358765933937,0.03176466479680928,0.0442930064578253,0.0121426348572089,0.0037555177554548054,1.139156764581777,0.04726287301344977,366.41916875773205,1361.830065312982,2.535260828121693,19.193975356154475,0.19769774264212503,1.3715601313122394,17.56121204489233,7.134461475047786,0.6288099405877446,0.0002888435952155266
2025-01-22 11:00:00+00:00,138.3000030517578,138.77999877929688,138.25999450683594,138.5,138.5,7992,0.0002888435952155266,0.033890661828869906,0.03142687860490034,0.05709048606031275,0.06949806949806958,136.68333180745444,2.4560293822271353,133.4199981689453,138.5,0.005637438184953621,0.012805626266810671,13005.166666666666,13855.498019438577,135.23230802095853,2.116940291539174,133.4199981689453,138.5,0.0024193464201332036,0.00894414770263031,14157.461538461539,15389.044510166908,134.47692342904898,1.7573955396764172,131.6999969482422,138.5,0.002161745417829567,0.007126218269123792,21123.884615384617,19810.82660229386,132.29815368652345,2.7748776308360044,127.26000213623047,138.5,0.001070076306115739,0.008574864600677712,23807.507692307692,23066.457954491972,0.9999999980314968,0.0,0.0380752653304739,0.9999999980314968,0.0,0.0380752653304739,0.9999999985294125,0.0,0.05163252246629795,0.99999999911032,0.0,0.0883230997501792,-0.5859710925762835,-0.8439032012343991,0.6145249964752871,0.5645079789397632,0.3783395026772494,0.3356924254015422,0.006137191460307611,0.005698439479701819,0.006326037160359102,0.007875593673252655,0.14198394306353693,0.11312520797080027,138.4600067138672,138.5,137.5399932861328,133.9600067138672,134.27999877929688,131.02000427246094,-0.0002887601886845115,0.006979836852762045,0.030879891873259346,0.0,0.0026881766373487714,0.0007638718676621359,19303.0,38206.0,0.0,51199.0,23530.0,19176.0,138.67999267578125,138.60000610351562,138.17999267578125,135.0,134.44000244140625,131.02000427246094,138.16000366210938,137.5399932861328,137.36000061035156,132.5,134.0800018310547,130.60000610351562,134.60705854951664,132.81918583162133,1.3204993675003607,0.9149920074107676,0.4055073600895931,75.11449984790335,95.83335225543935,94.01759476997421,3.296537968812574,138.57268339790943,131.0334708238454,134.8030771108774,7.539212574064038,1.1687065690796978,196551,17895.846153846152,59.748075127589615,20.222962214264456,44.941161497522984,21.642580935364165,157.1416588649856,-4.166647744560652,135.42666938977365,134.17435709635419,134.8005132430639,1.2523122934194646,3.4541247353671745,138.77999877929688,132.05999755859375,135.4199981689453,70.1853502201885,-0.16771896550556814,0.028920782328529127,0.042771035843817584,0.013460952170172291,0.0037545434832013864,0.9903592839306503,0.055927599985745535,390.6626177392919,1419.1407941213615,0.10792908724189942,17.70610388975239,0.10320038794153963,1.443181298168144,1.8157574854651415,-0.843594509326195,0.6115949199226559,0.005198564770419578
2025-01-22 12:00:00+00:00,138.55999755859375,139.3800048828125,138.55999755859375,139.22000122070312,139.22000122070312,17685,0.005198564770419578,0.0414423163409221,0.039886436683093995,0.05709950225295968,0.07855592846148318,137.6066665649414,2.1194227967909924,133.4199981689453,139.22000122070312,0.006852245790081368,0.01226002237805612,14901.5,13530.211007223787,135.64307697002704,2.339100663528064,133.4199981689453,139.22000122070312,0.00304837484380163,0.008819550056488254,15517.846153846154,14803.78245497953,134.76615436260516,1.8954833206723183,132.63999938964844,139.22000122070312,0.0021620751686054827,0.00712636419673156,21373.076923076922,19721.631009473997,132.4541536771334,2.8743753874301197,127.26000213623047,139.22000122070312,0.0011999500580271909,0.008572443890960227,23465.215384615385,22988.360019592183,0.999999998275863,0.0,0.04347176683347532,0.999999998275863,0.0,0.04347176683347532,0.9999999984802436,0.0,0.04960797542850507,0.9999999991638795,0.0,0.09398081787496591,1.2128378378378377,1.804027271285873,1.186793275843917,1.13965558265348,0.8274428648547505,0.7536687692876396,0.005004079751375926,0.005945233437314146,0.006265697007189536,0.007850336055717468,0.1400060167497215,0.11312752449975771,138.5,138.4600067138672,138.5,133.67999267578125,133.8800048828125,131.6999969482422,0.0002888435952155266,-0.0002887601886845115,0.006979836852762045,-0.0020902808603469047,-0.002978804737269969,0.0051899912502457735,7992.0,19303.0,38206.0,6307.0,0.0,11206.0,138.77999877929688,138.67999267578125,138.60000610351562,133.8000030517578,133.9600067138672,131.83999633789062,138.25999450683594,138.16000366210938,137.5399932861328,132.05999755859375,133.63999938964844,130.9199981689453,135.04638642296297,133.07019819982062,1.5231682404341882,1.0366272540154517,0.48654098641873644,77.04757805271109,97.81415980855658,96.77481960958715,4.113072053388873,139.5479377049813,131.03360056875667,135.290769136869,8.51433713622464,1.1464987470591441,214236,13624.615384615385,88.16246405195491,21.659981781223106,46.30915580896328,20.368670030421875,129.99656396628797,-2.1858401914434133,135.86205428685895,134.68358748998395,135.27282088842145,1.178466796875,3.8494200296982597,139.3800048828125,132.05999755859375,135.72000122070312,73.15084913190428,-0.12762319108645653,0.03090504602144195,0.04621472796775805,0.014850719693273007,0.005890010896206688,0.9614842014538272,0.06293361468720489,499.4520948813713,1538.8306141801202,1.9330782048077424,22.145243227742704,0.08103362632914335,1.469349971111202,1.0393401989694269,1.9808075531172307,0.7396115550759519,0.001723929687255099
2025-01-22 13:00:00+00:00,139.10000610351562,139.9199981689453,138.82000732421875,139.4600067138672,139.4600067138672,12390,0.001723929687255099,0.04527063879339588,0.03919530465901322,0.051417425781072446,0.08008063807077459,138.61333465576172,0.6761891062300115,137.5399932861328,139.4600067138672,0.007463717765037847,0.01181699766985191,15929.333333333334,12961.370848280918,136.04769310584436,2.5168580092352366,133.4199981689453,139.4600067138672,0.0029971278331437645,0.008825626984374163,14574.153846153846,14561.614756190094,135.0284623366136,2.054694119290344,132.8800048828125,139.4600067138672,0.0019538627618019833,0.0070538984916609475,20808.576923076922,19762.14359460649,132.6132307786208,2.9714544837571855,127.26000213623047,139.4600067138672,0.0012217053866803093,0.008571943984954174,23443.30769230769,22998.377595579343,0.9999999947917031,0.0,0.01395967370450904,0.9999999983443733,0.0,0.04527063879000288,0.9999999984802436,0.0,0.049518374388700825,0.9999999991803281,0.0,0.09586676388405273,-0.2994062765055131,0.9910011248593926,0.7778103289523869,0.8501351180165597,0.5954275511389445,0.5285090381704186,0.005784210651661279,0.006056341336649086,0.006188723095747226,0.007896395606353022,0.14010248498924985,0.11197716709457095,139.22000122070312,138.5,138.4600067138672,133.4199981689453,134.1999969482422,132.63999938964844,0.005198564770419578,0.0002888435952155266,-0.0002887601886845115,-0.0019449021624837748,0.002390140825807352,0.0071374522641460825,17685.0,7992.0,19303.0,6223.0,24658.0,27067.0,139.3800048828125,138.77999877929688,138.67999267578125,133.82000732421875,134.5,133.16000366210938,138.55999755859375,138.25999450683594,138.16000366210938,133.3800048828125,133.6199951171875,131.82000732421875,135.46673121257288,133.32077892586167,1.683742089162564,1.1660502210448742,0.5176918681176899,77.67385559039818,94.1476918656683,95.93173464322142,4.105702989212118,140.42514731459593,131.00869996605311,135.71692364032452,9.416447348542818,1.142921216110484,226626,9506.846153846154,83.16632504258607,23.246966231905283,46.514497586276164,18.864998827938965,109.77022276126651,-5.8523081343316905,136.31077145307492,135.06461432041266,135.68769288674378,1.2461571326622618,3.5271574049355543,139.9199981689453,132.05999755859375,135.98999786376953,72.8236354245878,0.04363374792491273,0.029477905425600914,0.04604854417299031,0.016096157657041532,0.00788750029895352,0.8975048047336931,0.0693830002572439,500.97999734710965,1625.0250184536612,0.6262775376870877,25.08087475416189,0.031150881698953414,1.4439704605639472,-1.7840427775531111,-3.666467942888275,0.7396121053811155,0.003011602959456461
2025-01-22 15:00:00+00:00,140.27999877929688,141.25999450683594,139.8800048828125,139.8800048828125,139.8800048828125,33937,-0.002993572058515026,0.00996393417193131,0.04325777873322245,0.042169599244768374,0.0860248568985067,139.30333709716797,0.7367408803965465,138.4600067138672,140.3000030517578,0.001658701954100635,0.0034321000126406975,28595.0,26797.664771393796,136.96923241248498,2.7409816488133973,133.4199981689453,140.3000030517578,0.0032989711437908607,0.00891997208772992,22035.846153846152,23155.466970912636,135.48846259483923,2.4466945404331444,132.8800048828125,140.3000030517578,0.0016128824467040064,0.006965550663971825,23960.0,22873.724919216813,132.95046151968148,3.174870865663772,127.26000213623047,140.3000030517578,0.0013062355767168453,0.008570508982204152,24704.123076923075,24037.461790471247,0.7717396670777097,-0.002993572058301638,0.010255655784975047,0.9389537964741738,-0.002993572058301638,0.04841857893899016,0.943396457948321,-0.002993572058301638,0.05267910703078722,0.9677915529804053,-0.002993572058301638,0.09916707947309936,-0.5771775288738272,-0.11173637648536883,1.1868158769011412,1.540081545453212,1.4164023372281234,1.3737382984335889,0.009365152365352208,0.008468802169828527,0.0068135444916145975,0.008174044002209621,0.14160016707462594,0.11057468880894171,140.3000030517578,139.4600067138672,139.22000122070312,138.5,134.0800018310547,134.22000122070312,0.006023205918913144,0.001723929687255099,0.005198564770419578,0.006979836852762045,-0.00029819033394584693,0.0016418001545008831,80263.0,12390.0,17685.0,38206.0,10199.0,9476.0,141.32000732421875,139.9199981689453,139.3800048828125,138.60000610351562,134.3000030517578,134.24000549316406,137.8000030517578,138.82000732421875,138.55999755859375,137.5399932861328,134.05999755859375,133.5399932861328,135.88704299069093,133.5780034731931,1.8238639945019202,1.2976129757362835,0.5262510187656366,78.77194292960577,85.00010780669761,92.32065316030749,4.637950738124557,141.25871107658583,131.03667560460406,136.14769334059494,10.22203547198177,1.1934647989457352,260563,10307.384615384615,84.62994944489317,25.287582674065604,49.74667925391219,16.68187812003445,109.88517502177142,-14.999892193302385,136.85641166491388,135.45333314553284,136.15487240522336,1.4030785193810402,3.154970762208486,141.25999450683594,132.05999755859375,136.65999603271484,65.20619393230221,-0.2325319406139038,0.02938441954396831,0.04717843683306988,0.017286075905366793,0.009865524562148094,0.8651241031002532,0.07508048958023056,543.5902358750136,1862.7608727899649,1.098087339207595,6.3006329970660175,0.008559150647946767,1.4055531306717268,-7.320545353609873,-9.147584058970693,0.763156150177901,0.00257363881745043
2025-01-22 16:00:00+00:00,140.0800018310547,140.36000061035156,139.6199951171875,140.24000549316406,140.24000549316406,16302,0.00257363881745043,0.012855688956994626,0.04875863156551841,0.044384917843669935,0.08377134550215914,139.60000356038412,0.6858587654195681,138.5,140.3000030517578,0.002135768455123125,0.00330380079519905,28094.833333333332,27032.757058181593,137.47077120267429,2.692987543949266,133.4199981689453,140.3000030517578,0.003703479415591272,0.008743484455313644,22929.76923076923,22648.410235429506,135.71769362229568,2.6031397274300554,132.8800048828125,140.3000030517578,0.0016946758983362646,0.006963798529558675,24587.0,22409.394728104555,133.11723092886118,3.2687711986441794,127.26000213623047,140.3000030517578,0.0012741636523471737,0.008561665079765024,23420.615384615383,22119.63403198919,0.9666680741447413,-0.00042763761428672264,0.012563216556234153,0.9912794293712743,-0.00042763761428672264,0.05111682969049087,0.9919140723290207,-0.00042763761428672264,0.055388322842767033,0.995398959790233,-0.00042763761428672264,0.10199593853549271,-0.5196393317028611,-0.15546806195928098,0.5802490374859267,0.7109535135712312,0.6630333102856538,0.696053444039799,0.009602587842939657,0.008600644675275645,0.006713780717620875,0.007896358584608937,0.13879851276551364,0.1105468745374172,139.8800048828125,140.3000030517578,139.4600067138672,138.4600067138672,133.72000122070312,134.27999877929688,-0.002993572058515026,0.006023205918913144,0.001723929687255099,-0.0002887601886845115,-0.0026849687159549163,0.00044700907501171727,33937.0,80263.0,12390.0,19303.0,4681.0,0.0,141.25999450683594,141.32000732421875,139.9199981689453,138.67999267578125,134.0800018310547,135.0,139.8800048828125,137.8000030517578,138.82000732421875,138.16000366210938,133.6199951171875,133.9600067138672,136.30161084806932,133.83925845436843,1.9415793366106584,1.4264062479111586,0.5151730886994998,79.69910628494594,88.91315921722386,89.35365296319661,5.111682969432215,141.99749909695745,131.27634921659424,136.63692415677585,10.721149880363214,1.1585833138856065,276865,11561.384615384615,75.3054581003251,26.865480852912135,47.3083825233975,17.586402778320075,87.33103540955223,-11.086840782776138,137.36923178648337,135.90153816418768,136.6353849753355,1.467693622295684,2.95597612029589,141.25999450683594,132.05999755859375,136.65999603271484,68.07252416339453,-0.13402194753098048,0.02889470352038459,0.04782413697024235,0.018397833430588095,0.005276707530843377,0.8360722840585291,0.0784645142280664,618.7397759412992,1974.222683510615,0.9271633553401699,4.692535524284494,-0.011077930066136776,1.3611685491719054,-0.44049374597274493,3.9130514105262506,0.8578928864885235,-0.008984667115450318
2025-01-23 08:00:00+00:00,139.16000366210938,139.24000549316406,138.72000122070312,138.97999572753906,138.97999572753906,0,-0.008984667115450318,0.003465673123025814,0.037473788907717465,0.03330851842036475,0.07469832861284731,139.68000284830728,0.5455297964431512,138.97999572753906,140.3000030517578,0.0005901833366788178,0.00566560595457857,26762.833333333332,28384.503444074315,137.85692420372595,2.5006664193453925,133.4199981689453,140.3000030517578,0.0028742868561380487,0.009424215725289625,22292.846153846152,23204.32913935873,135.89000115027795,2.6668056644009908,132.8800048828125,140.3000030517578,0.001286097290213809,0.0072720481245893585,23958.76923076923,22874.152522544206,133.2658461350661,3.312733134140218,127.26000213623047,140.3000030517578,0.0011454477625955563,0.008652962718386187,23132.815384615384,22302.861574311137,0.0,-0.009408462547486217,0.0,0.8081386053085873,-0.009408462547486217,0.04167289487694776,0.8221013937760322,-0.009408462547486217,0.04590601008516754,0.89877245087961,-0.009408462547486217,0.0920948718658791,-1.0,-1.0,0.0,0.0,0.0,0.0,0.009689646087502392,0.00867861917962635,0.006829996144890988,0.007768695384811995,0.14960478666564334,0.11544018515854255,140.24000549316406,139.8800048828125,140.3000030517578,138.5,133.9600067138672,134.5,0.00257363881745043,-0.002993572058515026,0.006023205918913144,0.0002888435952155266,0.0017948361574415816,0.0016383766957335233,16302.0,33937.0,80263.0,7992.0,8280.0,16334.0,140.36000061035156,141.25999450683594,141.32000732421875,138.77999877929688,134.16000366210938,134.5,139.6199951171875,139.8800048828125,137.8000030517578,138.25999450683594,133.63999938964844,134.17999267578125,136.55669512230452,134.04085599449277,1.9111665967130875,1.5233583176715444,0.38780827904154314,68.3756219866814,75.21739635215306,83.04355445869152,1.0469699808771442,142.29439940824386,131.72714130690036,137.0107703575721,10.567258101343498,1.186384926083709,276865,11023.0,74.13353014087778,27.30693690284335,42.65600826581457,21.67972299079263,52.03570470438279,-24.782603647846933,137.7615395570413,136.25076919946918,137.00615437825522,1.5107703575721132,1.8065131449830438,141.25999450683594,132.05999755859375,136.65999603271484,55.00526776420132,-0.1161453198060392,0.01774574723624278,0.03684801686793704,0.01876919614514705,0.0037415764024266852,0.6863515913227358,0.077127207393942,122.6479785981491,1992.1212296110152,-11.323484298264546,-6.738877861221951,-0.1273648096579567,1.2545745554391716,-7.826158106538458,-13.695762865070805,0.5823635822615196,-0.0031659408183379867
2025-01-23 10:00:00+00:00,138.8000030517578,138.82000732421875,138.33999633789062,138.5399932861328,138.5399932861328,36024,-0.0008655010299076782,-0.006596969621706528,0.03635548232066932,0.033109522599050756,0.0452693549413945,139.43333435058594,0.8003701709277043,138.5399932861328,140.3000030517578,-0.001091554668946615,0.005128151347999278,34347.666666666664,26995.456230015207,138.5923086313101,1.7437630342089345,133.4199981689453,140.3000030517578,0.0027913904933895093,0.00945857966174552,23683.46153846154,22044.911214062482,136.22538522573618,2.7135435732830304,132.8800048828125,140.3000030517578,0.0012787072005474233,0.007275912911982672,25550.46153846154,23057.640953455357,133.50646151029147,3.393341725325382,127.26000213623047,140.3000030517578,0.0007126694685441513,0.008004417019070259,24212.66153846154,22130.711309651877,0.0,-0.012544616729981622,0.0,0.7441848075626121,-0.012544616729981622,0.03837502013993786,0.7628018588172794,-0.012544616729981622,0.04259473355593218,0.8650299347617704,-0.012544616729981622,0.08863736413379014,-0.08938321536905969,1.907506053268765,1.0488048678703896,1.521061435275516,1.409915822685174,1.4878166096181291,0.009094862114134294,0.00712930018485467,0.0069960520162555394,0.00779780991098819,0.1501502972452325,0.11550153675641964,138.66000366210938,138.97999572753906,140.24000549316406,139.4600067138672,133.67999267578125,134.10000610351562,-0.002302432546170241,-0.008984667115450318,0.00257363881745043,0.001723929687255099,-0.0020902808603469047,-0.0020836342396404195,39560.0,0.0,16302.0,12390.0,6307.0,14074.0,139.4199981689453,139.24000549316406,140.36000061035156,139.9199981689453,133.8000030517578,134.39999389648438,138.5,138.72000122070312,139.6199951171875,138.82000732421875,132.05999755859375,133.97999572753906,136.74558066171673,134.21729275102768,1.8304593653226107,1.5847785272017578,0.24568083812085284,64.88796270527695,70.43475953301456,78.18843836746383,0.05776871904312432,142.40583460119393,132.30185864550077,137.35384662334735,10.103975955693159,1.144355269434842,240841,13009.538461538461,62.65843383837399,27.308937279435263,40.82472038811138,23.29807425006301,35.40568855713137,-29.565240466985443,138.12000137720355,136.57230709760617,137.34615423740485,1.5476942795973798,1.2713661875941402,141.25999450683594,132.05999755859375,136.65999603271484,50.93391528507333,-0.08366530399106946,0.013122271342164149,0.03220673309810862,0.018837273861503245,0.0034647828032017373,0.6173940498089939,0.07356165264642885,6.993691971071865,1738.4222004774906,-3.487659281404447,-12.15961534743414,-0.1421274409206903,1.1550253378334183,-7.753678834449275,-4.782636819138503,0.5535299355712366,0.0038978531188937904
2025-01-23 11:00:00+00:00,138.52000427246094,139.0800018310547,138.5,139.0800018310547,139.0800018310547,20131,0.0038978531188937904,-0.008695660685431705,0.04242245345365925,0.04367407747356755,0.04981888825758518,139.2300008138021,0.6824403448265894,138.5399932861328,140.24000549316406,-0.0014457801356165072,0.0045828200707273906,24325.666666666668,15066.69278463813,139.02769352839545,0.7910585344831114,137.5399932861328,140.3000030517578,0.0032408332073416294,0.00935299665989449,24753.30769230769,21456.56498364629,136.44923166128305,2.6991515263569843,132.8800048828125,140.3000030517578,0.0016695503318760847,0.007125917382452482,24956.96153846154,22988.12869370758,133.60800006573018,3.4602332850541053,127.26000213623047,140.3000030517578,0.0007796006723619985,0.008012705201090736,24050.33846153846,22121.211351662085,0.3176498024613599,-0.008271560300838716,0.0038978531186124195,0.5579721342012792,-0.00869566068481196,0.011196805438299923,0.8355793086088685,-0.00869566068481196,0.046658614689572046,0.906441630052738,-0.00869566068481196,0.09288071267861703,-0.4411781034865645,-0.7491870475810771,0.8275621086092216,0.8132650492704759,0.8066286422314574,0.837036037234375,0.005536394299626017,0.0071790506932590415,0.006764245306576762,0.007756470830267613,0.1484742190517915,0.11312043154296966,138.5399932861328,138.66000366210938,138.97999572753906,140.3000030517578,133.4199981689453,133.25999450683594,-0.0008655010299076782,-0.002302432546170241,-0.008984667115450318,0.006023205918913144,-0.0019449021624837748,-0.006264068295651404,36024.0,39560.0,0.0,80263.0,6223.0,35562.0,138.82000732421875,139.4199981689453,139.24000549316406,141.32000732421875,133.82000732421875,134.16000366210938,138.33999633789062,138.5,138.72000122070312,137.8000030517578,133.3800048828125,132.83999633789062,136.96790648736797,134.40798722475424,1.7894448729127816,1.6257117963439627,0.16373307656881897,67.11793514019193,76.30441957703286,73.98552515406682,0.41877388523804154,142.4240906132406,133.10821811196973,137.76615436260516,9.31587250127086,1.1009434664825224,260972,14198.0,68.27434070211908,27.470773915930412,40.986569890099155,22.35579747607695,39.49645301553393,-23.69558042296714,138.52000114245294,136.95384607559595,137.73692360902444,1.566155066856993,1.3575640030012692,141.25999450683594,132.05999755859375,136.65999603271484,54.258585192720865,0.04673939570478794,0.015420366622361348,0.03475994762231194,0.01904588637387028,0.004170274830147997,0.6410332163584203,0.06762090836966357,52.902806479930035,1876.4164261246385,2.229972434914984,-10.555920450206244,-0.08194776155203387,1.1007146936682681,2.3188944229660393,5.869660044018303,0.6247225293647948,-0.002013220992310605
2025-01-23 12:00:00+00:00,139.0399932861328,139.39999389648438,138.60000610351562,138.8000030517578,138.8000030517578,36469,-0.002013220992310605,-0.00772091645235129,0.009161042803046637,0.044551459598200616,0.04738906260812681,139.0500005086263,0.6158922385755067,138.5399932861328,140.24000549316406,-0.0012823882912491036,0.0045338139997959815,24747.666666666668,15421.027652743078,139.12461735652045,0.6599084047620479,138.4600067138672,140.3000030517578,0.000710593756143941,0.004379903233231382,27558.615384615383,20303.60109495547,136.67692389855017,2.6349518611337293,133.4199981689453,140.3000030517578,0.001701791471306186,0.0071065137166714115,23543.80769230769,20941.350695729696,133.70461543156551,3.516594891877398,127.26000213623047,140.3000030517578,0.0007439819359171989,0.00802000403216797,23852.30769230769,21948.208927440886,0.1529458218124208,-0.010268128814168942,0.0018767848867238097,0.18478098517988767,-0.010691375390346385,0.0024555562717015074,0.781976897782872,-0.010691375390346385,0.040323826684488036,0.8849693325509224,-0.010691375390346385,0.09068050228591928,0.8115841239878794,0.07460883401597074,1.4736338779407592,1.323324829314379,1.548984789401749,1.528950593394612,0.004851114860825298,0.0071824464802255905,0.006639336262647558,0.007787635376613738,0.06952880832994782,0.1128124078978913,139.0800018310547,138.5399932861328,138.66000366210938,139.8800048828125,137.5399932861328,132.8800048828125,0.0038978531188937904,-0.0008655010299076782,-0.002302432546170241,-0.002993572058515026,0.030879891873259346,-0.0028514906174932353,20131.0,36024.0,39560.0,33937.0,0.0,73211.0,139.0800018310547,138.82000732421875,139.4199981689453,141.25999450683594,138.17999267578125,133.5800018310547,138.5,138.33999633789062,138.5,139.8800048828125,137.36000061035156,132.27999877929688,137.14239187445273,134.5802231395387,1.7145823922157035,1.643485915518311,0.0710964766973925,64.80599666843563,73.26095357511888,73.33337756172209,-0.30167947512045806,142.26318347227567,134.0137400741486,138.13846177321213,8.249443398127084,1.077793030058386,224503,16366.384615384615,72.5255055070131,27.819758267812055,40.93032448385455,21.08176214391001,35.294433932463484,-26.739046424881124,138.92717918982873,137.31794973520132,138.12256446251502,1.6092294546274104,0.9209707808200196,141.25999450683594,132.05999755859375,136.65999603271484,50.00840762820044,-0.05413789768333923,0.012086789099476025,0.031355126358575625,0.01903822615947859,0.005763600686757929,0.5801922312593786,0.05971865685802528,-38.850741262717825,1617.4567366551814,-2.3119384717563065,-13.965946261170146,-0.09263659987142647,1.0432595531202804,-0.07242398660321214,-3.043466001913984,0.24137971307164394,0.0017290362326973785
