open,high,low,adj_close,volume,daily_return,return_5d,return_10d,return_20d,return_40d,close_mean_5d,close_std_5d,close_min_5d,close_max_5d,return_mean_5d,return_std_5d,volume_mean_5d,volume_std_5d,close_mean_10d,close_std_10d,close_min_10d,close_max_10d,return_mean_10d,return_std_10d,volume_mean_10d,volume_std_10d,close_mean_20d,close_std_20d,close_min_20d,close_max_20d,return_mean_20d,return_std_20d,volume_mean_20d,volume_std_20d,price_position_5d,pct_from_high_5d,pct_from_low_5d,price_position_10d,pct_from_high_10d,pct_from_low_10d,price_position_20d,pct_from_high_20d,pct_from_low_20d,volume_change,volume_change_5d,volume_ratio_5d,volume_ratio_10d,volume_ratio_20d,hl_pct_5d,hl_pct_10d,hl_pct_20d,realized_vol_10d,realized_vol_20d,adj_close_lag1,adj_close_lag2,adj_close_lag3,adj_close_lag5,adj_close_lag7,adj_close_lag10,daily_return_lag1,daily_return_lag2,daily_return_lag3,daily_return_lag5,daily_return_lag7,daily_return_lag10,volume_lag1,volume_lag2,volume_lag3,volume_lag5,volume_lag7,volume_lag10,high_lag1,high_lag2,high_lag3,high_lag5,high_lag7,high_lag10,low_lag1,low_lag2,low_lag3,low_lag5,low_lag7,low_lag10,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI_14,Stoch_k,Stoch_d,ROC_10,BB_high,BB_low,BB_mid,BB_width,ATR_14,OBV,Volume_SMA_20,MFI_14,ADX_14,ADX_pos,ADX_neg,CCI_20,WillR_14,KC_high,KC_low,KC_mid,KC_width,KC_position,DC_high,DC_low,DC_mid,UO,CMF_20,Close_to_EMA20,Close_to_EMA50,EMA20_to_EMA50,High_Low_Spread,BB_position,BB_width_pct,ROC_to_ATR,volume_price_trend,RSI_change,RSI_slope_5d,MACD_acceleration,MACD_to_signal_ratio,Stoch_K_D_diff,Stoch_change,efficiency_ratio_10d,dow_sin,dow_cos,month_sin,month_cos,time_progression
-0.664839193447306,-0.6754756761628391,-0.6562549197510141,-0.6662053334295595,-1.0,-0.08972347995440287,-0.3082629006969529,-0.04047187461480162,-0.08900116320324847,-0.32468109304814186,-0.6633582576800847,-0.622231531388318,-0.669112962286758,-0.649236674834972,-0.18151773896956147,-0.2010399532582568,-0.8427358742882887,-0.9258606245076304,-0.6262179993909588,-0.5285707249055751,-0.666370937351279,-0.5926114481330189,0.013023800955817372,-0.7234775764591014,-0.7669035945139979,-0.7467797688952988,-0.5816239455727173,-0.43905586314702416,-0.6406601741452629,-0.5463212282780568,-0.004744160292332045,-0.5525985236622319,-0.9043955141521951,-0.8684828589397875,0.09999949759879634,0.730621597499805,-0.7769373123510922,-0.5352116558229072,0.6695481280663673,-0.830606525529792,-0.7411769555980029,0.4119456053164181,-0.8451277166411061,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7234775764591013,-0.5525985236622319,-0.6662053334295595,-0.6856804180961639,-0.688389362272108,-0.6441124570514779,-0.5850595979517813,-0.5851871561982278,0.12531053516032928,-0.04150581738120129,-0.5319872291275345,0.42086776439668505,0.6032667149712628,0.18091096293326245,-0.7052969089393553,-0.3622573862110132,-0.5507874183709358,-0.3129567349235395,-1.0,-0.25343177390960936,-0.6754756761628391,-0.69450315952512,-0.6966241592819156,-0.6541022547513735,-0.5963969413060467,-0.578777781576795,-0.6562549197510139,-0.6762454780656191,-0.679118277702582,-0.6331809275075736,-0.5725832877323347,-0.56929585528487,-0.5329653822692938,-0.386243876446343,-0.1983744790804577,-0.20336271642818687,0.018495242436160797,-0.6347776584389431,-1.0,-1.0,-0.32026375887396735,-0.43225893404990584,-0.28440660659125916,-0.5030932466969551,0.03995639980436494,-0.2667890165607436,-0.6330281569430589,-0.9989299730383732,-0.6888108114675422,-0.1430382344534663,-0.4215599411235761,0.6398530362896931,-0.04170522726218201,-1.0,-0.5189003366137956,-0.4657138441134247,-0.49308359201692403,-1.0,-0.6428550031069792,-0.4185604074683935,-0.5880023495143217,-0.4947083865507658,-0.5390176924777007,-0.41251019453538307,-0.0992009762829717,-0.3157648557842331,-0.013489520229054808,-1.0,-0.38035743669695626,-0.7455389261738551,-0.8783069080207829,-0.9442423504252269,0.27566575109773994,-0.005479817846929913,0.4673766879201843,-0.38633511127692294,-0.07728288758559172,-0.09483332279075317,0.19999901144594823,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,-1.0
-0.5937944530001538,-0.6064129525509041,-0.5836965904415959,-0.5955176152085428,-0.6017347466259999,-0.06950463266445579,0.16929965218335674,0.34474914471918405,0.1179182525105852,-0.30473214831114814,-0.625641647740552,-0.2865118311713549,-0.6430964880321696,-0.5979461944978138,0.29125288632639906,-0.29577448473663454,-0.5428102815290206,-0.49680238353436534,-0.6410291929337297,-0.6648800362534941,-0.6410134126697801,-0.600570929941277,0.4338267427330006,-0.8107004861391996,-0.7896296183806994,-0.7491388270180159,-0.625364301137914,-0.6012172188981116,-0.6406601741452629,-0.6300067289360156,0.22716503564266968,-0.6781538662164773,-0.8206762967183323,-0.8091069164401972,0.9999999830239112,1.0000000000000002,-0.3762231194910735,0.9999999822428478,1.0,-0.5207353271089018,0.8450700835414333,0.966782113230866,-0.38520356523527505,-0.9828571428571429,-0.99872,-0.9606802031374155,-0.9760378510387566,-0.9883046702924784,-1.0,-1.0,-1.0,-0.8107004861391996,-0.6781538662164773,-0.5976817238098371,-0.6467301436104529,-0.6638885229828718,-0.662836489089402,-0.6635566885846621,-0.6633139482885628,0.41150693041127473,0.10905231039989796,-0.08972347995440284,0.6060542545746901,0.6032667149712628,0.3884615459440196,-0.83532764342684,-0.07241182986498307,-1.0,-0.14830020337621397,-1.0,-0.488253785172696,-0.608527132303934,-0.6564481928005585,-0.6726933695539568,-0.6723990843699494,-0.6731027905173491,-0.6583057978940967,-0.5859177792785959,-0.636264361436409,-0.6539685128228199,-0.6523948373549896,-0.6531338149132373,-0.6502144637423951,-0.5402518449239069,-0.3942959072855987,-0.1819407614184162,-0.21224449015490748,0.08551409350421324,-0.3586354768766278,-0.42857138885154666,-0.8095237962838489,-0.14275313107069765,-0.4483749096916774,-0.2876162448855468,-0.5138068139635024,0.016693372059462086,-0.20326344677815394,-0.6321829874394957,-0.9975994920808755,-0.8944738165867803,-0.16594456640117158,-0.16091527684083123,0.3888440182128261,0.12866263046700246,-0.42857138885154644,-0.5293724354804963,-0.47706360325147945,-0.5039831728806718,-1.0,-0.4293669920503705,-0.4185604074683935,-0.5880023495143217,-0.4947083865507658,-0.22085173051685697,-0.41251019453538307,0.08394305574371083,-0.1753214807932223,-0.017085016665370212,-1.0,-0.12557381614263868,-0.7527022316397822,-0.7190982494435867,-0.9442328994426515,0.6883950245740165,0.3431045283785506,0.6610450643461756,-0.38681794236015293,0.24741584144779089,0.23592696237566435,-0.465649164542156,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-0.8660254037844388,-0.9943107221006562
-0.5256495296236207,-0.5401691464775913,-0.5140998580163775,-0.5277150713486892,-0.3062550478336793,-0.08972347995440287,-0.19188780811045789,0.2855357453451096,0.2770048808908582,0.20367688923309457,-0.5142664226132408,-0.9723128845256341,-0.4969452546587578,-0.5264282960801131,-0.07135134110290975,-0.9313586787979814,-0.5347935670673831,-0.5404401329555542,-0.5324238992614039,-0.6741290977307248,-0.5546439358707591,-0.5289355585051071,0.37350017562366733,-0.8334206474753129,-0.8390566642863615,-0.8411201896156004,-0.548969657090035,-0.672114905752871,-0.5322410302899127,-0.5648356988733118,0.37891712450643844,-0.8641675455936755,-0.9720568062528554,-0.9516174492511169,-1.0,0.9595888542760924,-1.0,0.8817920427604591,0.9863315459787995,-0.6647123200372996,0.8989860935648977,0.986385045844814,-0.6314496831554199,-0.9657142857142857,-0.936,-0.6249496299254202,-0.6932844932999193,-0.7638011212364311,-1.0,-1.0,-1.0,-0.8334206474753129,-0.8641675455936754,-0.5277150713486893,-0.5241084106176478,-0.5226483782505961,-0.5288875018380091,-0.582610954663013,-0.5820042038333559,-0.11957953906287969,-0.0897234799544029,-0.08972347995440284,0.6120997038455807,0.6032667149712628,0.24242700128115258,-0.5999087521716138,-1.0,-1.0,-0.3682885644677937,-1.0,-1.0,-0.5401691464775913,-0.5366455247571239,-0.5347392709915986,-0.5415064524503188,-0.5940042531588822,-0.5755377766416813,-0.5140998580163774,-0.5103978883895769,-0.5089873741941457,-0.5149415581900867,-0.5700706724153114,-0.5659991970393168,-0.5395345834757671,-0.3987052837504315,-0.1375920942467238,-0.20946925349451834,0.2004507828334439,-0.14634953818699015,0.11953335017323918,-0.4363460128927691,0.08194908269880635,-0.47560578644896484,-0.2771530116146309,-0.5226826424833597,-0.058401185998068705,-0.150360760813935,-0.6230730087310485,-0.9859635082203895,-0.7495107246434076,-0.23723900513524374,0.04063679143528631,0.19474303061513276,0.3020462068648543,0.11953335017323927,-0.5380482278917694,-0.48646650857667867,-0.513013120186121,-1.0,-0.22807256537839804,-0.4736079583877822,-0.5880023495143217,-0.5250173178265645,-0.022100791860769853,-0.41251019453538307,0.24635233606973359,-0.04267431023045662,-0.001253333306382165,-1.0,0.13777800641475935,-0.7842388724293151,-0.4921341338686542,-0.9442194068109954,0.5929538262078135,0.20985957334663718,0.7691359216017618,-0.38759954324579354,0.3965120515249952,0.22242639477316978,-0.9199991797995863,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.973741794310722
-0.556822174241268,-0.5704721319756254,-0.545936627344787,-0.5587311338666188,-0.4666022286065312,-0.3479179764635754,-0.3527335221771981,0.21104524865015384,0.203451570330328,0.13600504484464118,-0.5213660632411286,-0.6772281170745249,-0.5298484372184662,-0.5264282960801131,-0.2388443230340244,-0.6546011188888993,-0.7527322423451372,-0.8439935124920219,-0.5296998497788052,-0.7084018746498754,-0.5546439358707591,-0.5289355585051071,0.29844669521691924,-0.7899753397298801,-0.8325319277828989,-0.8434065052027306,-0.5471503723076545,-0.6775129580997091,-0.5322410302899127,-0.5648356988733118,0.3061245257969466,-0.8292720101005447,-0.9671280044707968,-0.9527768069927658,-1.0,0.6120666680592828,-1.0,-0.1347562306532314,0.8687874640538625,-0.8458354752096332,0.030300819448473737,0.8693010446740044,-0.8000418777474377,-0.9950285714285714,-0.9962880000000001,-0.6050447220564048,-0.9139059072729114,-0.9330554389742385,-1.0,-1.0,-1.0,-0.7899753397298801,-0.8292720101005447,-0.5277150713486893,-0.5277150713486893,-0.5226483782505961,-0.5216856468658728,-0.531767949867886,-0.5820042038333559,-0.0897234799544029,-0.11957953906287969,-0.08972347995440284,0.6252516288940553,0.7727610937097761,0.12314237249985364,-0.4967559414597551,-0.3962789962665709,-1.0,-0.14830020337621397,-0.2771950413165769,-1.0,-0.5401691464775913,-0.5401691464775914,-0.5347392709915986,-0.5344692567516979,-0.5443213441522295,-0.5755377766416813,-0.5140998580163774,-0.5140998580163774,-0.5089873741941457,-0.5075516416553308,-0.517897538899217,-0.5659991970393168,-0.5422294665766207,-0.40446361825521376,-0.11211907112106018,-0.20157380523035195,0.2509354397789365,-0.22461830146624173,0.05673770018070767,-0.08410011283253327,0.01831050346830366,-0.48397039658253777,-0.27806397196393695,-0.5278048104572276,-0.07388953406870541,-0.16138447787475996,-0.6258474842288184,-0.9886257187544176,-0.8352577997488071,-0.2847809160854374,-0.03454621517470419,0.2671466331104002,0.2318636830858482,0.05673770018070774,-0.5430549596686394,-0.4918928515151522,-0.5182242319756225,-1.0,-0.2973370948866046,-0.4736079583877822,-0.5880023495143217,-0.5250173178265645,-0.12376484613265593,-0.41251019453538307,0.17697159313654987,-0.09367291375006509,0.005813184292766671,-1.0,0.03297550967177881,-0.7892420075223374,-0.5579570347957752,-0.9442239650958162,0.15868322556915695,0.5026115029988365,0.6237479891526624,-0.3879576796774634,0.042757983644148484,-0.13118135768700426,-0.9291744423507017,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-0.973304157549234
-0.6082933655125791,-0.6205073722252797,-0.5985043983396001,-0.6099435921668606,-1.0,-0.08972347995440287,-0.5547577557966725,-0.025265474585960374,0.08867374623372518,-0.021212615894376417,-0.5749089940460858,-0.49593542284033526,-0.5841768312178728,-0.5611037194859607,-0.4626208558698463,-0.5208070687482163,-0.7161390813534789,-0.7333927508516289,-0.5430075682294118,-0.6016651702132156,-0.5810772992755123,-0.5289355585051071,0.023658176121348795,-0.8587367261006752,-0.8396291731886028,-0.8373006668595917,-0.5480019573411181,-0.6601559988874657,-0.5487934740162823,-0.5648356988733118,0.18441839844117375,-0.7904267033315856,-1.0,-0.9634700818687754,-1.0,0.3936669449551944,-1.0,-1.0,0.6747034667527487,-1.0,-1.0,0.6759767139624798,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8587367261006752,-0.7904267033315856,-0.6099435921668606,-0.5724359399125654,-0.570929611785646,-0.5252865743519409,-0.5216856468658728,-0.528039158255035,-0.4253373739018777,-0.0897234799544029,-0.2096015751648214,0.6032667149712625,0.6032667149712628,0.1530778937879649,-0.7675790334481418,-1.0,-0.23147855733095468,-0.3682885644677937,-1.0,-0.3062550478336793,-0.6205073722252797,-0.5838618810719032,-0.5818970540339026,-0.5379878881571644,-0.5344692567516979,-0.520604534765669,-0.5985043983395999,-0.5600040978047892,-0.5585472578940617,-0.5112466351607784,-0.5075516416553308,-0.5101054165012439,-0.5501888964518715,-0.4125089933035818,-0.10994932927925105,-0.194774039262323,0.24013214703983432,-0.3427766083377488,-0.3445375390109955,-0.05608882955234962,-0.04848524594912418,-0.4886428758409889,-0.2848219912716004,-0.5342954953591988,-0.06867101916064311,-0.1388754656786802,-0.6258474842288184,-1.0,-0.8190769737328474,-0.3006836441030564,-0.1483410117454798,0.3767346050264563,0.11249644458597946,-0.3445375390109955,-0.5493993698777372,-0.49876898290608535,-0.5248276276260148,-1.0,-0.41659116000388646,-0.4736079583877822,-0.5880023495143217,-0.5250173178265645,-0.3424856545710346,-0.41251019453538307,0.06802305055350139,-0.18105832356095986,-0.0002901783806041891,-1.0,-0.14636305520729936,-0.7846434304607892,-0.615067520858706,-0.9442287198852211,0.09906327814574373,0.40476548997759537,0.4854974490357008,-0.3878918357056703,-0.32313756004670635,-0.3271036535999132,-0.7987429650634558,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.9706783369803063
-0.5908946704976686,-0.6035940686160289,-0.5807350288619951,-0.5926323356948774,-0.0962402054949908,-0.20092093554194101,-0.12330257438559478,0.0056761736585332345,0.129932976591837,-0.0929654673739414,-0.587333268114613,-0.7181884499791664,-0.5841768312178728,-0.5827757099218253,0.0008201050885260769,-0.6630494466238048,-0.4795477760211908,-0.543114411472646,-0.5712902060201124,-0.6924831107007228,-0.5810772992755123,-0.5325536422324443,0.0635618612069459,-0.8208492919959698,-0.7720824696224202,-0.8327495240859839,-0.5475761544790017,-0.6600830197775361,-0.5487934740162823,-0.5648356988733118,0.23172756813187673,-0.7712215936847694,-0.871167800230124,-0.8975358184223972,0.1707313336880878,0.8494906322009708,-0.8609778806184766,-0.5789476407625284,0.7525955870028705,-0.8944268085422058,-0.5966396055782346,0.7413257946803234,-0.9034770301884925,-0.9428571428571428,0.9999999999999999,0.3543485586171188,0.0976526313575865,-0.26095469721326614,-1.0,-1.0,-1.0,-0.8208492919959697,-0.7712215936847694,-0.5803701869311808,-0.5911897835651301,-0.6084013332715511,-0.6073843825001917,-0.5699363534194598,-0.5244220375062463,0.010227502477224287,0.08932806494110646,-0.08972347995440284,0.481080485990825,0.5596229545213116,0.08630454979196836,-0.43622905643502086,-0.1867827369910039,-1.0,-0.6158667630885493,-0.2314785573309548,-0.39627899626657115,-0.591613795090936,-0.6021845930448443,-0.6184970853825454,-0.6182123352177772,-0.5816187430929372,-0.5169227397044786,-0.568148374496392,-0.5792542127675957,-0.5970116041807567,-0.595492120609059,-0.5570643713903664,-0.506359243180528,-0.5555239631604191,-0.41938944665498196,-0.0981576292799623,-0.1867070961916743,0.2526263574876507,-0.28779659885885,-0.08108101141896229,-0.12296028341641674,-0.010324127092518134,-0.49005579045259073,-0.28880466358767776,-0.5373844308539966,-0.06281569881382126,-0.17297896811117758,-0.5438138686497653,-0.9545848404577981,-0.1082302574094639,-0.3284691732610543,-0.09588751650816252,0.32622023761958696,0.16989069263824372,-0.0810810114189622,-0.5524186977595926,-0.5020413588313013,-0.5279702076208521,-1.0,-0.36315243846623524,-0.4736079583877822,-0.5880023495143217,-0.5250173178265645,0.0200048695675399,-0.41251019453538307,0.1211947337243287,-0.1395084783383173,0.00010639240905524483,-1.0,-0.06426170680243037,-0.7809057240271253,-0.5844464249499577,-0.9441877455432529,0.3578403005981534,0.46867873186368025,0.5380508859763027,-0.3879956979426347,-0.04158775579190888,0.057663339951001674,-0.8816391166070253,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-0.9689277899343545
-0.5647966279753032,-0.5782241132021527,-0.5540809746455876,-0.5666655210885708,-1.0,-0.08972347995440287,-0.14411905265877228,0.16120611707717183,0.16628376768471173,-0.04905394536840161,-0.5698801088875198,-0.716000100243056,-0.5658123005265148,-0.5690501838472038,-0.020821412771654474,-0.7102034075741245,-0.4677023160926528,-0.5433969560399172,-0.5790307012353494,-0.8030101605397583,-0.5810772992755123,-0.5716274556253755,0.24259866177023665,-0.8333609967653085,-0.7476438126173983,-0.8211698872892965,-0.5457414080491341,-0.6650475460416639,-0.5487934740162823,-0.5648356988733118,0.2715253144051262,-0.7654732044177811,-0.8260408152255287,-0.8962450398176312,0.9999999474199337,1.0000000000000002,-0.7977233574307951,0.9999999690709052,1.0,-0.7360674488725383,0.008399352652666447,0.8393491511269862,-0.7586929663395208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8333609967653085,-0.7654732044177811,-0.5666655210885709,-0.5803701869311808,-0.5911066602621271,-0.5778579879454597,-0.6073843825001916,-0.5692726052887991,0.034555225249973454,0.023836921387067694,-0.08972347995440284,0.6396556543043934,0.6032667149712628,0.12314237249985364,-0.3598600945190973,-0.20646993907334332,-1.0,-0.3129567349235395,-1.0,-1.0,-0.5782241132021527,-0.5916137950909361,-0.6016047632216334,-0.5893596784951138,-0.6182123352177771,-0.5625776866754866,-0.5540809746455875,-0.568148374496392,-0.5792588289715128,-0.5651933007214395,-0.5954921206090591,-0.552812492603428,-0.559385847609174,-0.42985319155964863,-0.054987006035448455,-0.1614228761709181,0.30884428901395267,-0.20646713789546145,0.24324303425688676,0.13513501903160385,-0.0679014342601223,-0.5055519262164978,-0.289772742932361,-0.5464557664065496,-0.0936265014194072,-0.2508380369078586,0.1523815622182324,-0.9486267094833096,0.08533304518900842,-0.4154141720570343,-0.018199725868618954,0.25140444924097183,0.2549554261903185,0.24324303425688687,-0.5612855876104527,-0.5116513773569027,-0.5371990531626667,-1.0,-0.2719669303194056,-0.4736079583877822,-0.5880023495143217,-0.5250173178265645,0.18890519599627398,-0.41251019453538307,0.19356722452224553,-0.07577521189274666,0.017392754953398204,-1.0,0.06885363435349606,-0.7912649893087836,-0.6574536645788747,-0.9441682766367966,0.27566575109773994,-0.00456591340319519,0.5599779103606527,-0.3884944839965976,0.014861260757161404,-0.09483332279075317,-0.7142846270518752,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-0.9663019693654267
-0.5307241317189024,-0.5451021765617492,-0.5192825731283796,-0.5327643543111464,-0.6017347466259999,0.10471613808051686,0.011967388700960396,0.3412184384872551,0.1047079286979117,0.015481950796145373,-0.5471022443455087,-0.678168935764041,-0.538265578856364,-0.5350974152129695,0.13393536212851173,-0.7544112838851669,-0.3655467171402871,-0.32881285296650475,-0.5609447494251385,-0.77398877365206,-0.5626354699325955,-0.5376189172565001,0.4264089576436165,-0.909036221304979,-0.6004656189021893,-0.5993676487631989,-0.5492251579932907,-0.6912005427438339,-0.5487934740162823,-0.5648356988733118,0.20006000737581672,-0.8286631640211588,-0.7663168184509852,-0.7115341385614435,0.9999999606705594,1.0000000000000002,-0.7472882241173769,0.9999999784841593,1.0,-0.64584659669945,0.7983124375191983,0.9673242688056157,-0.5696690614179996,-0.9998857142857143,-0.9970232558139535,-0.986148707923046,-0.990665180230496,-0.9909084342272829,-1.0,-1.0,-1.0,-0.9090362213049789,-0.8286631640211588,-0.5551244731355773,-0.5666655210885709,-0.5651647207825047,-0.5778579879454597,-0.5901006444674387,-0.6068890370312394,0.012556199529195136,-0.0897234799544029,-0.08972347995440284,0.6446104061939831,0.5627832963301163,0.12314237249985364,-0.09154057626610068,-1.0,-1.0,-0.26376470180607614,-0.0962402054949908,-1.0,-0.5669485102551579,-0.5782241132021528,-0.5762662799802653,-0.5893596784951138,-0.6013229850063125,-0.6008689030726349,-0.5422346577179864,-0.5540809746455875,-0.5526296661576471,-0.5651933007214395,-0.5777562363542778,-0.5917732524775445,-0.5573906621230542,-0.4331159194535621,-0.02274376146688256,-0.14322434266511058,0.3525225936224787,-0.09826008696142319,0.6666667382638443,0.38438426892587274,0.32934560926910367,-0.5126609403898139,-0.28803341894287304,-0.549349219569237,-0.11337886058485264,-0.25009897637242423,0.1643543934982823,-0.9475600130148663,0.5745002094607914,-0.47998427759236983,0.08533918888744785,0.15169321441794892,0.36708328730492606,0.6666667382638444,-0.5641138180527211,-0.5147166400817164,-0.5401427349211384,-1.0,-0.1751578000222695,-0.4736079583877822,-0.5880023495143217,-0.5250173178265645,0.16151443978266974,-0.41251019453538307,0.27328889939515777,-0.005182653863400222,0.0354591504093833,-1.0,0.22549097816992025,-0.79875877231738,-0.19636320605438962,-0.9441677630508845,0.43739481858154183,0.21220876402374914,0.608394532369485,-0.3889379998143745,0.16331608812433906,0.15025721406928777,-0.2818184656728033,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-0.9641137855579869
-0.5473978638241245,-0.5613107423854077,-0.5363115345587849,-0.5493540543115829,-1.0,-0.08972347995440287,-0.27789005728028626,0.2215309371091208,0.1440596788763168,-0.016099002262441195,-0.5377839022329837,-0.9921232858845699,-0.5199008250643476,-0.5495453152257167,-0.16080604197323622,-0.863150430312722,-0.6626575325978541,-0.7267396636929038,-0.5408491971814176,-0.8732503249936937,-0.5349728005981261,-0.5376189172565001,0.3040352547825036,-0.9186385663718575,-0.6668737784660594,-0.5957525789796587,-0.5535217730179278,-0.7540264780855775,-0.5487934740162823,-0.5737229470537316,0.24190771559609692,-0.8516001248691938,-0.7580645883956221,-0.7121853413347197,-1.0,0.9748570085644491,-1.0,0.021290301988917015,0.9362742173090461,-0.9020026242232821,0.5700993953084568,0.9365236471882679,-0.662168823923144,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9186385663718575,-0.8516001248691938,-0.5493540543115829,-0.5493540543115829,-0.545708152366703,-0.5303278308382967,-0.5641751074085422,-0.5772298631672692,-0.0897234799544029,-0.1082993115733348,-0.08972347995440284,0.6740559287688347,0.6032667149712628,0.26325858529451734,-0.40288142177676833,-0.43348073586408176,-1.0,-0.6778004730038965,-1.0,-0.20646993907334343,-0.5613107423854076,-0.5613107423854078,-0.5572623672061481,-0.5429139318574302,-0.5759889596891157,-0.5706777341261409,-0.5363115345587848,-0.5363115345587848,-0.5326577411398042,-0.5164195837827215,-0.5511524099721059,-0.561054173944149,-0.5571543983367448,-0.4444057918723688,0.03189288812757915,-0.08549304328035734,0.3602441775781903,-0.14874498874220254,0.687500729536169,0.5444824554327088,0.15267505968761452,-0.5610602749668621,-0.26745284779107503,-0.563972832487444,-0.29124411409820095,-0.3870693898698132,-0.5463768774226805,-0.9736977159990721,0.3021614738591152,-0.6150406024731028,0.03672137769511019,0.19851369732335356,0.38338366997710593,0.687500729536169,-0.5784078474867573,-0.5302086434760358,-0.5550202615438559,-1.0,-0.18267580725754767,-0.5612494302993831,-0.5880023495143217,-0.5732723138202728,0.35879655018113094,-0.41251019453538307,0.23167636094670097,-0.02178456335053855,0.07244032080020363,-1.0,0.25520301332129747,-0.8619697473258071,-0.3837794560266912,-0.9441872313427614,0.27566575109773994,0.1324206103202289,0.5002282503471228,-0.3894303573613473,0.044616464994805816,0.03716364137760292,-0.6212997495338808,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,-0.9610503282275711
-0.4560546804277109,-0.4725158648330938,-0.44302230949675975,-0.4584704660707662,-0.2880571870349229,0.04929421245374793,0.0854459303314885,0.353326079862069,0.44121560085907346,0.13953662862405453,-0.4917845076012836,-0.31370819221557145,-0.4969452546587578,-0.4606904422929967,0.20982231343733332,-0.4041403193636641,-0.6250938633417951,-0.7171525284068454,-0.5112268896639587,-0.6325996489420742,-0.5165307472154919,-0.46308972581644425,0.440767165512127,-0.8421227213039184,-0.9386397424528972,-1.0,-0.5193036912512257,-0.6913723201208095,-0.5148607894310298,-0.49744377444583454,0.5349576360952154,-0.8565200288413775,-0.7974024188135018,-0.71847955277787,0.9999999828048933,1.0000000000000002,-0.5151437672929982,0.999999986864438,1.0,-0.499880565311828,0.9999999901051726,0.9999999999999998,-0.3544283172570769,-0.9898379970544919,-0.9509333333333333,-0.2651372172394246,-0.41931800826799936,-0.8792546627888626,-1.0,-1.0,-1.0,-0.8421227213039184,-0.8565200288413775,-0.47650243779427687,-0.5277150713486893,-0.5262515839509012,-0.5252865743519409,-0.546891159405091,-0.5461237777293044,0.3365982082949192,-0.0897234799544029,-0.08972347995440284,0.6711356405921575,0.6032667149712628,0.12314237249985364,-0.39778658856785265,-1.0,-0.3480759644539948,-0.3129567349235395,-1.0,-0.22432848799702965,-0.49013390622793696,-0.5401691464775914,-0.5382585215561523,-0.5379878881571644,-0.5590995423653391,-0.539013790974579,-0.4615320870215643,-0.5140998580163774,-0.5126858866652194,-0.5112466351607784,-0.5334164552411854,-0.5288365689195266,-0.5473621263379543,-0.4434524282897552,0.08245927522004552,-0.05904177922232165,0.43389350229458545,0.13918932893169766,1.0,0.7156535511365845,0.18795313943048292,-0.5440945804786755,-0.27554905594901097,-0.5593589797585125,-0.2211968174277591,-0.2772186917012921,-0.49390494308324207,-0.9631979600798819,0.503379470911897,-0.6130034044447059,0.31323157064476126,-0.06777432438441244,0.7085096934398294,1.0,-0.5738979675948612,-0.5253207932784656,-0.5503262836514375,-1.0,0.046114416956355264,-0.5134450036340649,-0.5880023495143217,-0.5469514138296474,0.6649130041443184,-0.41251019453538307,0.43251512355005806,0.15652288349741267,0.10835932831689304,-1.0,0.6957768279561558,-0.838437849190099,-0.33755903200418746,-0.9441779558203203,0.7060198573414416,0.46713891734161617,0.6760017820669035,-0.3906183780219381,0.16507528826479667,0.08605077330863056,-0.48108263011981706,0.0,1.0,-0.8660254037844386,0.5000000000000001,-0.9553610503282275
