open,high,low,adj_close,volume,daily_return,return_2d,return_3d,return_5d,return_10d,return_20d,close_mean_5d,close_std_5d,close_min_5d,close_max_5d,return_mean_5d,return_std_5d,volume_mean_5d,volume_std_5d,close_mean_10d,close_std_10d,close_min_10d,close_max_10d,return_mean_10d,return_std_10d,volume_mean_10d,volume_std_10d,close_mean_20d,close_std_20d,close_min_20d,close_max_20d,return_mean_20d,return_std_20d,volume_mean_20d,volume_std_20d,price_position_5d,pct_from_high_5d,pct_from_low_5d,price_position_10d,pct_from_high_10d,pct_from_low_10d,price_position_20d,pct_from_high_20d,pct_from_low_20d,volume_change,volume_change_5d,volume_ratio_5d,volume_ratio_10d,volume_ratio_20d,hl_pct_5d,hl_pct_10d,hl_pct_20d,realized_vol_10d,realized_vol_20d,adj_close_lag1,adj_close_lag2,adj_close_lag3,adj_close_lag5,adj_close_lag7,adj_close_lag10,daily_return_lag1,daily_return_lag2,daily_return_lag3,daily_return_lag5,daily_return_lag7,daily_return_lag10,volume_lag1,volume_lag2,volume_lag3,volume_lag5,volume_lag7,volume_lag10,high_lag1,high_lag2,high_lag3,high_lag5,high_lag7,high_lag10,low_lag1,low_lag2,low_lag3,low_lag5,low_lag7,low_lag10,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI_14,Stoch_k,Stoch_d,ROC_10,BB_high,BB_low,BB_mid,BB_width,ATR_14,OBV,Volume_SMA_20,MFI_14,ADX_14,ADX_pos,ADX_neg,CCI_20,WillR_14,KC_high,KC_low,KC_mid,KC_width,KC_position,DC_high,DC_low,DC_mid,UO,CMF_20,Close_to_EMA20,Close_to_EMA50,EMA20_to_EMA50,High_Low_Spread,BB_position,BB_width_pct,ROC_to_ATR,volume_price_trend,RSI_change,RSI_slope_5d,MACD_acceleration,MACD_to_signal_ratio,Stoch_K_D_diff,Stoch_change,efficiency_ratio_10d,date_days,dow_sin,dow_cos,month_sin,month_cos
-0.5720460496633815,-0.5852712894355935,-0.5614848432899907,-0.573878717283224,-1.0,-0.0897246955691084,-0.12464139212394072,-0.07867671634114878,-0.25243955839938803,-0.019040321839365937,0.04054530830075423,-0.5589842133689215,-0.8951026243990303,-0.5474916864803465,-0.5669393245989379,-0.13428239976810202,-0.9194325353075653,-0.44809824792131847,-0.40142060760784526,-0.5471533201822503,-0.8175527436078235,-0.5426569409525361,-0.5484725945019199,0.02312690710612733,-0.8751312332678716,-0.7212812063329632,-0.6708354324192731,-0.4915498941194034,-0.4922309796843209,-0.5074123294355054,-0.4567117558688961,0.13424745481865194,-0.7288891828292502,-0.8084709506209702,-0.7873722971977746,-1.0,0.8879158339490792,-1.0,-1.0,0.8812731869853349,-1.0,-1.0,0.49668521781045444,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8751312332678716,-0.7288891828292501,-0.5752324485532809,-0.5645012174468675,-0.5645012174468675,-0.5637802218139384,-0.543583791688694,-0.49114612124959106,-0.17253324630936334,-0.0897246955691085,-0.08972469556910842,-0.2079280988043841,-0.2849333245869988,0.12314136785507407,-0.15229127201816384,-1.0,-1.0,-0.15532151341844702,-1.0,-0.14284218058962606,-0.5856204781975819,-0.5761098998453758,-0.5761098998453759,-0.5754052292672776,-0.5543995442629782,-0.4830497054710547,-0.5614848432899906,-0.5518597505039886,-0.5518597505039886,-0.5511194130659866,-0.5289309569747872,-0.471893919872741,-0.4783701437347998,-0.35982127277167075,-0.12582827022598553,-0.1477219747789313,0.08113660347444804,-0.588148286199772,-1.0,-1.0,-0.11474810325059648,-0.43558935139514676,-0.21242166824748748,-0.46149025421467094,-0.12662024069861388,-0.44976399621371127,-0.600046479911414,-0.9759627349213695,-0.6896402436049864,-0.298209936822613,-0.3552533845938396,0.5909340818148832,-0.4106609115041895,-1.0,-0.4778807528951683,-0.4216403217728549,-0.45075820741113487,-1.0,-0.47807239545832597,-0.41856040746839335,-0.4744151272331824,-0.44366177246070493,-0.9240623303129106,-0.2392339987712497,-0.0035260723836981755,-0.17299754763240915,0.10455583614190123,-1.0,-0.45874221567454754,-0.8305750848045397,-0.7654540531971005,-0.9442435868621921,0.10850421531739318,-0.16071442404537595,-0.05916614238993139,-0.7612061813579319,0.13349648505023726,-0.024348490102446812,-0.2168273353390936,-1.0,-1.0,-1.0,1.2246467991473532e-16,-1.0
-0.5039011262868485,-0.5190274833622808,-0.4918881108647723,-0.5060760355965744,-1.0,-0.0897246955691084,0.3871302217161766,0.4247642543664061,0.10155575767997121,0.24608057782457793,0.07014998763057166,-0.5369328682948554,-0.2525378668542591,-0.5474916864803465,-0.5084230933763965,0.23233482978390385,-0.10342773832006374,-0.7172714171853947,-0.6855910165571364,-0.5449941632944282,-0.5981499308937347,-0.5426569409525361,-0.5108460447139296,0.33199378602492224,-0.7540267801382163,-0.701004320782566,-0.6719172316576951,-0.5041687472411798,-0.49216915308919723,-0.5074123294355054,-0.4567117558688961,0.17324214006001534,-0.6731027277599873,-0.8066589634593857,-0.7855721176493258,0.9999999823533854,0.9999999999999998,-0.48845460642317823,0.999999981382319,1.0,-0.6115334491844775,-0.1255789470452653,0.7167397395201772,-0.6448343490552589,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7540267801382163,-0.6731027277599873,-0.5073714481350893,-0.573878717283224,-0.573878717283224,-0.5738787172832239,-0.5645012174468675,-0.5468470640717956,0.5184345433471156,-0.0897246955691085,-0.08972469556910842,-0.17253324630936326,-0.2849333245869988,0.05477450216910812,-0.3806895592610211,-1.0,-1.0,-0.053389485062481645,-1.0,-0.48566333017066876,-0.5193620805570174,-0.5852712894355935,-0.5852712894355936,-0.5852712894355934,-0.5748197404989775,-0.539750178077113,-0.49188811086477224,-0.5614848432899907,-0.5614848432899908,-0.5614848432899906,-0.5503818480034292,-0.5295858321651401,-0.4812177789973075,-0.36452082143349296,-0.10154667982174131,-0.14982064188531924,0.15302282391196886,-0.26474441526470804,-0.12558163054384286,-0.708527210181281,-0.00027658674721048326,-0.44640857098592046,-0.21229072756408018,-0.4673553249125927,-0.15207546992911797,-0.3734151342992472,-0.600046479911414,-0.9820785352520545,-0.6764181758778038,-0.33581075320486853,-0.052438985417120054,0.2979137916125709,-0.08297554281086622,-0.1255816305438428,-0.48361754601759166,-0.4278536940827855,-0.4567251317400918,-1.0,-0.2748803218532235,-0.41856040746839335,-0.4744151272331824,-0.44366177246070493,-0.2481656089783173,-0.2392339987712497,0.16267924515487894,-0.039775132933290214,0.10824926668546547,-1.0,-0.08761917830644628,-0.8383089611082598,-0.5984300317754493,-0.9442399142425785,0.7158092527917659,0.3541884995869849,0.2903354213673928,-0.7619712758507878,0.7438612889019562,0.5212043389796207,-0.8117071488353437,-0.9973816277547458,0.23191411347961666,-0.9999999999999999,1.2246467991473532e-16,-1.0
-0.6452656442714646,-0.6564481928005585,-0.636264361436409,-0.6467301910436885,-0.25343177390960925,-0.5907264342893005,-0.4654935085773586,-0.4139804255238985,-0.4798890192997792,-0.1518377584643545,-0.09041301827464504,-0.5921359244996667,-0.4542688682388246,-0.6248543972057812,-0.5900575661898231,-0.3716871303931498,-0.28129034696546845,-0.4324899803794,-0.468489119495595,-0.577233515754388,-0.5071318722261948,-0.6202662458304338,-0.5108460447139296,-0.13713286939274394,-0.6728621341124795,-0.7463413048766283,-0.7491090653686241,-0.5535217418698765,-0.6397340812098771,-0.5910025052294836,-0.5463214744416272,-0.012739322434063283,-0.6008469873659283,-0.7739667263711851,-0.7595861673103463,-1.0,0.26501819449203645,-1.0,-1.0,0.47992810736590524,-1.0,-1.0,0.48346613874430827,-1.0,-0.9897142857142858,-0.936,-0.6447423253306742,-0.5762475004174598,-0.7385321872955835,-1.0,-1.0,-1.0,-0.6728621341124795,-0.6008469873659282,-0.5940023520219102,-0.5875834877979726,-0.5875834877979726,-0.5883047638375649,-0.5933536961147117,-0.5027200774367095,-0.13607819644133967,-0.0897246955691085,-0.08309464343893716,-0.04290774687491215,-0.2849333245869988,0.12314136785507407,-0.3598600945190972,-1.0,0.0021831426934576514,-0.31295673492353937,-1.0,-1.0,-0.6039472933487822,-0.5986610385318711,-0.5986610385318712,-0.599365709109969,-0.6029855724071534,-0.49483161820863875,-0.5807350288619949,-0.5755523137499929,-0.5755523137499929,-0.5762926511879948,-0.5799693301221461,-0.4838818459878538,-0.49895855679451706,-0.375937595544362,-0.13685362422719893,-0.15936578862272038,0.07956273265719135,-0.596948590676271,-1.0,-0.708527210181281,-0.26203101744063423,-0.43900142983645696,-0.23887891509593115,-0.4786944902225879,-0.07282855921461207,-0.18204071150150797,-0.6181353935613196,-0.9827614353131835,-0.6837826128438127,-0.2907327178853305,-0.3763149651895493,0.6113144549908378,-0.6265703398494021,-1.0,-0.49470867792866846,-0.4398662123018426,-0.46826118392527477,-1.0,-0.6351590328481673,-0.41856040746839335,-0.5640425504342925,-0.48394074391675174,-0.5319808656104494,-0.2392339987712497,-0.14243079743774117,-0.29259253792619244,0.07754710507777923,-1.0,-0.6779557291756194,-0.804831008751836,-0.8036973790670516,-0.9442615949984359,-0.4303041746780283,-0.030925739480233805,-0.4180027358756086,-0.7612297340118439,-0.17168591687562224,-0.5699013191845144,-0.21088616706578506,-0.9912720925158194,0.23191411347961666,-0.9999999999999999,1.2246467991473532e-16,-1.0
-0.6648391934473059,-0.6754756761628392,-0.6562549197510139,-0.6662052399768419,-1.0,-0.0897246955691084,0.09595986886227689,0.17487815192601336,-0.30826218254861326,-0.04220571328572573,-0.08900038236984845,-0.6643584809684773,-0.6222308673559366,-0.6708124818767104,-0.6492964432214055,-0.18151692467823116,-0.20104083545146145,-0.8412222043212754,-0.9258606245076304,-0.6268208401238855,-0.39844437370281444,-0.6663708222004256,-0.5926116454290441,0.0029479194322717672,-0.7270150908190156,-0.7669035945139981,-0.7467797688952986,-0.5816239705192037,-0.43778325922268324,-0.6406600772144126,-0.5463214744416272,-0.004743626337563145,-0.5525992494837424,-0.9043383371622065,-0.8681105135941218,0.10000524786658094,0.7306232955107015,-0.7769362736878019,-0.5352086482235823,0.6685881822363293,-0.830605851483356,-0.7411755162815623,0.4119465864665397,-0.8451269925355437,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7270150908190156,-0.5525992494837423,-0.6676383835290864,-0.6856804992149929,-0.6900083307067115,-0.6467301910436885,-0.5875834877979726,-0.5851872835282417,0.12531126396997974,-0.04150781895557275,-0.5319880761550817,-0.5907264342893006,-0.2849333245869988,0.18090636657496673,-0.705296908939355,-0.362257386211013,-0.5294589364337436,-0.31295673492353937,-1.0,-0.25343177390960925,-0.6758447343051268,-0.6945031595251199,-0.6987314854274327,-0.6564481928005583,-0.5973524194560142,-0.5787777815767952,-0.6562549197510139,-0.6762454780656191,-0.6806878204350203,-0.6362643614364089,-0.5740518478067934,-0.5692958552848701,-0.5335315916206508,-0.3993192539785694,-0.19064368927875147,-0.1908419997266036,0.00941070695814425,-0.6312179346672327,-1.0,-1.0,-0.3202634340891207,-0.4322591451571912,-0.2873749604380383,-0.5030932243028918,0.039955618461409714,-0.26912037726942034,-0.620668440157063,-0.9989293022283876,-0.7220552545975026,-0.19398387146288046,-0.4099519619213795,0.6438635100248524,-0.48717943410327336,-1.0,-0.5185737400899397,-0.4657138441134247,-0.493083592016924,-1.0,-0.625572210900213,-0.41856040746839335,-0.5880023495143217,-0.494708386550766,-0.5282113422202237,-0.2392339987712497,-0.13148754723112455,-0.30507325500788934,0.01891024352185572,-1.0,-0.5372185992815927,-0.7455393486465485,-0.8793728871647702,-0.9442658875667943,0.15044474721580087,-0.012421339226260819,-0.14828613655123143,-0.7606791115661992,0.13349648505023726,-0.024348490102446812,0.1999981232046154,-0.988217324896356,0.23191411347961666,-0.9999999999999999,-0.4999999999999998,-0.8660254037844388
-0.5937944530001535,-0.6064129525509041,-0.5836965904415958,-0.5955176293859874,-0.6017347466259999,-0.0695061785894434,0.32431250967683045,0.5219811947646761,0.16930018885024545,0.3436561672237719,0.11791832355571163,-0.626619238559079,-0.2865107244516429,-0.6447695858405065,-0.5980040722855389,0.29125343275330273,-0.29577512976286235,-0.5384098224736273,-0.49680238353436534,-0.6416374242697597,-0.5723775948745528,-0.6410131838420752,-0.6005709158464265,0.4280456877561778,-0.8144892547738604,-0.7896296183806994,-0.7491388270180159,-0.6253642607756869,-0.600312823514379,-0.6406600772144126,-0.6300069728408644,0.22716481709218198,-0.6781539796465118,-0.820569050813537,-0.8085664686277654,0.9999999830239341,0.9999999999999998,-0.37622225441500434,0.9999999822672372,1.0,-0.5207363469598487,0.8450738719529685,0.9667829826927078,-0.3852034066902715,-0.9828571428571429,-0.99872,-0.9560702875417062,-0.9649395253324629,-0.978370689290545,-1.0,-1.0,-1.0,-0.8144892547738605,-0.6781539796465117,-0.5990559076560531,-0.6467301910436886,-0.6654840690897483,-0.6654840690897482,-0.6662052399768419,-0.6633136848216985,0.41150641938614374,0.10905147494521497,-0.08972469556910842,-0.082069909501963,-0.2849333245869988,0.38846305741332987,-0.83532764342684,-0.07241182986498296,-1.0,-0.14830020337621386,-1.0,-0.4882537851726958,-0.6088814436459089,-0.6564481928005585,-0.6747709719809941,-0.6747709719809939,-0.6741041787796451,-0.6583057978940968,-0.5859177792785959,-0.636264361436409,-0.6555145470084132,-0.6555145470084132,-0.654677597259939,-0.6502144637423952,-0.5407687218458461,-0.4068585208817221,-0.17477716593100256,-0.20063205291902209,0.0771467117418146,-0.35647760731221845,-0.42857138885154666,-0.8095237962838489,-0.14275276878110676,-0.4483750543392811,-0.2905920408147218,-0.5138067693541399,0.016692734960253752,-0.20537373922354107,-0.619646316212926,-0.9975979871798399,-0.9317667606093196,-0.21531029609766442,-0.14847292115247085,0.39084164377200714,-0.21939615558707337,-0.42857138885154655,-0.5290529479848681,-0.47706360325147945,-0.5039831728806718,-1.0,-0.40175388662823486,-0.41856040746839335,-0.5880023495143217,-0.494708386550766,-0.20258693170538702,-0.2392339987712497,0.06323197665211985,-0.15751070814661644,0.014240473057360814,-1.0,-0.24142671758891665,-0.7527025862791761,-0.719633916954708,-0.9442579272556526,0.6307371719407812,0.33388898546618506,0.27010954790571856,-0.7613280429170249,0.5323672365599623,0.33216791705442045,-0.4656504886270663,-0.9825441850316387,1.0,-0.28620826421558093,-0.4999999999999998,-0.8660254037844388
-0.5256495296236205,-0.5401691464775914,-0.5140998580163774,-0.5277150879026695,-0.3062550478336793,-0.0897246955691084,-0.0854207885774487,-0.040094547679971865,-0.19188838237643466,0.28434524999325445,0.2770054216600485,-0.5151770897786963,-0.9723145311886294,-0.49846943172752456,-0.5264837270458479,-0.0713519328594287,-0.9313653811131186,-0.5303159469947532,-0.5404401329555544,-0.5329920086926933,-0.5841778615980773,-0.5546441494787118,-0.5289356888358848,0.3671044359110951,-0.8372742231164404,-0.8390566642863619,-0.8411201896156002,-0.5489696745969894,-0.6713702657666152,-0.5322409344491495,-0.5648358725622395,0.3789174703279684,-0.8641668890625555,-0.9720400946132814,-0.9514804707748699,-1.0,0.9595903819076824,-1.0,0.8817969774088319,0.9862923195140354,-0.6647104351426556,0.898989822001699,0.9863855723976682,-0.6314495792485881,-0.9657142857142857,-0.936,-0.5809781273201099,-0.5512259242611349,-0.5631744409294892,-1.0,-1.0,-1.0,-0.8372742231164404,-0.8641668890625553,-0.5290291127150778,-0.524108567501376,-0.524108567501376,-0.5313216083039629,-0.5851310511210265,-0.5820043664836895,-0.11957959861060877,-0.0897246955691085,-0.08972469556910842,-0.0654615876735411,-0.2849333245869988,0.2424224170980402,-0.5999087521716138,-1.0,-1.0,-0.36828856446779346,-1.0,-1.0,-0.5405084005605331,-0.5366455247571239,-0.536645524757124,-0.5436927009905644,-0.594958299233164,-0.5755377766416814,-0.5140998580163774,-0.5103978883895769,-0.510397888389577,-0.51780175703398,-0.5715368860788894,-0.565999197039317,-0.5400066064423567,-0.41077524173172875,-0.13095444343600648,-0.19870060906874198,0.1927801768241703,-0.14504055194144105,0.11953335017323918,-0.4363460128927691,0.0819483542461742,-0.47560592305098126,-0.2801046195491159,-0.5226825907586707,-0.05840188962414822,-0.15227911287120355,-0.608441315018236,-0.9859547086114191,-0.783950052835606,-0.28500838225729513,0.053541864719796384,0.1953607441107449,0.05312721324276982,0.11953335017323924,-0.5377346299941993,-0.48646650857667867,-0.513013120186121,-1.0,-0.19071889828110217,-0.4736079583877821,-0.5880023495143217,-0.5250173178265647,0.000823127750072955,-0.2392339987712497,0.2358727273160035,-0.018340019669699392,0.029069303181840755,-1.0,0.06431278817440378,-0.7842392310602793,-0.4921409483797236,-0.9442455559512477,0.5200723769795139,0.20408924732803838,0.5035354833117448,-0.7623604536525632,0.7155219952428402,0.3176160676575133,-0.9199998710410043,-0.9620336024438141,-0.38404294326019184,1.0000000000000002,-1.0,-1.8369701987210297e-16
-0.5568221742412678,-0.5704721319756255,-0.545936627344787,-0.5587310792317944,-0.46660222860653144,-0.34791859155390104,-0.25454215236679784,-0.2271643519713602,-0.35273268648472006,0.20973072954514346,0.20345225164850472,-0.5222809569880307,-0.6772293206402004,-0.5314060497696959,-0.5264837270458479,-0.2388434048370089,-0.6546038885566445,-0.7503522858427951,-0.8439935124920219,-0.5302669093487322,-0.6279113125421648,-0.5546441494787118,-0.5289356888358848,0.2912848645023165,-0.7937038232802385,-0.8325319277828991,-0.8434065052027306,-0.5471503784286396,-0.6767805571027051,-0.5322409344491495,-0.5648358725622395,0.3061250050533798,-0.8292715777771688,-0.9671083451238256,-0.9526431108374056,-1.0,0.6120686088670941,-1.0,-0.13474607896238366,0.868406587066047,-0.8458332040285846,0.03030480570636307,0.8693018125738002,-0.8000414403248224,-0.9950285714285715,-0.9962880000000001,-0.5587395363566162,-0.8740305069480688,-0.8761929123038722,-1.0,-1.0,-1.0,-0.7937038232802385,-0.8292715777771688,-0.5290291127150778,-0.5277150879026695,-0.524108567501376,-0.5241085675013759,-0.5342067825639982,-0.5820043664836895,-0.08972469556910845,-0.11957959861060882,-0.08972469556910842,-0.02934020137443904,0.2640253609165627,0.12314136785507407,-0.4967559414597551,-0.3962789962665709,-1.0,-0.14830020337621386,-0.2771950413165769,-1.0,-0.5405084005605331,-0.5401691464775914,-0.536645524757124,-0.5366455247571238,-0.5452456539292571,-0.5755377766416814,-0.5140998580163774,-0.5140998580163774,-0.510397888389577,-0.5103978883895768,-0.5193150305768507,-0.565999197039317,-0.5426610004061224,-0.4160602370412945,-0.10596919108473057,-0.19158886301130468,0.24388425441812278,-0.22356302779987902,0.05673770018070767,-0.08410011283253327,0.018309966163478006,-0.4839705524458575,-0.2810176672099548,-0.5278047590123436,-0.07389033454388483,-0.1631736500706224,-0.611892170457971,-0.9886185881103187,-0.8713850693862789,-0.33090625933052914,-0.022663735570652876,0.2691015806523961,-0.0571852985337048,0.05673770018070771,-0.5427447606119303,-0.4918928515151522,-0.5182242319756224,-1.0,-0.2633349180632646,-0.4736079583877821,-0.5880023495143217,-0.5250173178265647,-0.10322413594466939,-0.2392339987712497,0.16199592142737113,-0.07259641753099932,0.03512319120629709,-1.0,-0.05735785652683756,-0.7892424038671448,-0.5580946940864108,-0.9442496321628555,0.013174217299292329,0.49817475834741637,0.1890546623720199,-0.7628328934508498,0.2809586961338105,-0.06352692653989242,-0.9291740900780621,-0.961597207069605,0.7258733209145506,0.6038754716096768,-1.0,-1.8369701987210297e-16
-0.608293365512579,-0.6205073722252799,-0.5985043983396,-0.6099436058386626,-1.0,-0.0897246955691084,-0.31188526990337256,-0.2628726292035094,-0.5547578244768365,-0.026975083391788057,0.08867389710178894,-0.575855944737468,-0.4959336707139502,-0.5857898484342584,-0.5611601942430511,-0.46262086863734275,-0.5208074044126056,-0.7134069150350675,-0.7333927508516289,-0.5435794681582894,-0.49171442801834025,-0.5810771785511529,-0.5289356888358848,0.01368945974530203,-0.8626645866160227,-0.839629173188603,-0.8373006668595917,-0.5480019183654575,-0.6593844157220883,-0.5487933780090947,-0.5648358725622395,0.1844183220993933,-0.7904258804141707,-1.0,-0.9633666600266939,-1.0,0.39366567043104134,-1.0,-1.0,0.6737577639638297,-1.0,-1.0,0.6759771787878269,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8626645866160227,-0.7904258804141706,-0.6113283573943695,-0.5724357445940443,-0.5724357445940443,-0.5277150879026694,-0.524108567501376,-0.528038866768552,-0.42534032833009716,-0.0897246955691085,-0.20960154210482124,-0.08972469556910836,-0.2849333245869988,0.15307835511331902,-0.7675790334481418,-1.0,-0.1949893841006144,-0.36828856446779346,-1.0,-0.3062550478336792,-0.6208643224626754,-0.5838618810719031,-0.5838618810719032,-0.5401691464775913,-0.5353876698410036,-0.5206045347656691,-0.5985043983395999,-0.5600040978047892,-0.5600040978047892,-0.5140998580163773,-0.5089594717959602,-0.510105416501244,-0.5505839708689568,-0.4236508387071719,-0.10425184415212363,-0.18551684974005767,0.23362721093733313,-0.3421611404074545,-0.3445375390109955,-0.05608882955234962,-0.04848588592009469,-0.48864305394503726,-0.2877912979518934,-0.5342954518690575,-0.06867187767720506,-0.14052186472327766,-0.611892170457971,-1.0,-0.8548857218718596,-0.34504901904892143,-0.13796018905892976,0.3806689313209358,-0.24480607923126252,-0.34453753901099554,-0.5490934777505023,-0.49876898290608535,-0.5248276276260146,-1.0,-0.38835983686923037,-0.4736079583877821,-0.5880023495143217,-0.5250173178265647,-0.32707219900001483,-0.2392339987712497,0.046060818227241535,-0.16504336537966058,0.028002665667813564,-1.0,-0.2655621856982166,-0.7846438560667399,-0.6152971222801255,-0.9442534740305174,-0.056884754137285026,0.4004149709605526,-0.10998576680971808,-0.7627494079700777,-0.16851959693036095,-0.27470558417604446,-0.7987423194446595,-0.9589788348243509,-0.38404294326019184,1.0000000000000002,-1.0,-1.8369701987210297e-16
-0.5908946704976685,-0.603594068616029,-0.580735028861995,-0.592632490176785,-0.0962402054949908,-0.2009221692227336,-0.07318059587671571,0.10207941170829615,-0.12330321261459382,0.004018098727909536,0.12993279766575377,-0.5882878202300592,-0.7181890388546417,-0.5857898484342584,-0.5828331793213103,0.0008194777534372144,-0.6630513769679223,-0.47453841424121346,-0.5431144114726463,-0.5718725640509859,-0.6075994406349283,-0.5810771785511529,-0.5325536317250139,0.05400051453633625,-0.8246676407418227,-0.7720824696224204,-0.8327495240859839,-0.5475761230038305,-0.6593112265647638,-0.5487933780090947,-0.5648358725622395,0.23172714394743893,-0.7712208413549297,-0.8710907511530734,-0.8972457264936926,0.17072740222392824,0.8494904694066888,-0.8609789704561919,-0.5789510508475632,0.75187544522846,-0.894427707656416,-0.5966422135364164,0.7413257432406162,-0.9034777850159262,-0.9428571428571428,0.9999999999999997,0.5131345402491024,0.6060421933655838,0.36678835758319217,-1.0,-1.0,-1.0,-0.8246676407418227,-0.7712208413549296,-0.5817296567167269,-0.591189657690937,-0.6099436058386627,-0.6099436058386625,-0.5724357445940443,-0.5244218868204356,0.010223664490634374,0.08932817328049142,-0.08972469556910842,-0.42534032833009716,-0.42628439755657566,0.08630495531483146,-0.43622905643502086,-0.1867827369910039,-1.0,-0.615866763088549,-0.23147855733095457,-0.3962789962665709,-0.5919643809208665,-0.6021845930448443,-0.6205073722252799,-0.6205073722252796,-0.582565376171154,-0.5169227397044787,-0.568148374496392,-0.5792542127675957,-0.5985043983396,-0.5985043983395999,-0.5585184390935042,-0.5063592431805282,-0.5558860094733589,-0.4300943597883185,-0.09287958058535928,-0.17812555489721277,0.24664202457312023,-0.28731856953761636,-0.08108101141896229,-0.12296028341641674,-0.010325519469017441,-0.4900559770786672,-0.29178319330969515,-0.5373844027329533,-0.06281652786891329,-0.17452878747932082,-0.4712086675436866,-0.9545563692663082,-0.13004590278381756,-0.37117751669395493,-0.0853422470522836,0.32975284318723397,-0.15459411016466687,-0.08108101141896226,-0.5521148553157511,-0.5020413588313013,-0.527970207620852,-1.0,-0.33233562424363494,-0.4736079583877821,-0.5880023495143217,-0.5250173178265647,0.043915830368016766,-0.2392339987712497,0.10254076337119246,-0.1217834425376284,0.027423339644416123,-1.0,-0.1702467727062183,-0.7809061358787888,-0.5846203719119216,-0.9442128262040077,0.2463188098072363,0.4639923023497852,0.0034284931989994882,-0.7628874199610383,0.17734557582484625,0.14002300412561214,-0.8816370497963847,-0.9572332533275147,-1.0,-1.0,-1.0,-1.8369701987210297e-16
-0.564796627975303,-0.5782241132021528,-0.5540809746455875,-0.5666658166839686,-1.0,-0.0897246955691084,0.02873875153431049,0.15687128611000986,-0.14411964641523414,0.15980640992659814,0.1662840322370449,-0.5708243372551646,-0.716001341765919,-0.5674067634511354,-0.5691072971315165,-0.020822011775008677,-0.7102065996489835,-0.46257894155319734,-0.5433969560399172,-0.5796160668860254,-0.7486369038122539,-0.5810771785511529,-0.5716277243518448,0.2348643074547635,-0.8372151708782065,-0.7476438126173983,-0.8211698872892965,-0.5457413539012682,-0.6642873104867016,-0.5487933780090947,-0.5648358725622395,0.2715253922872718,-0.7654723866515617,-0.8259367776118325,-0.895951293495272,0.9999999474196297,0.9999999999999998,-0.7977243471591046,0.9999999690951054,1.0,-0.73606926914104,0.008394466158959002,0.8393485899198,-0.7586944625398153,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8372151708782065,-0.7654723866515616,-0.5680133439632213,-0.5803703418428869,-0.592632490176785,-0.5803703418428868,-0.6099436058386626,-0.5692722413231557,0.03455275841352562,0.02383572450941518,-0.08972469556910842,0.010223664490634471,-0.2849333245869988,0.12314136785507407,-0.3598600945190972,-0.20646993907334332,-1.0,-0.31295673492353937,-1.0,-1.0,-0.5785717496779421,-0.5916137950909361,-0.6035940686160292,-0.5916137950909359,-0.6191808703535584,-0.5625776866754867,-0.5540809746455875,-0.568148374496392,-0.580735028861995,-0.5681483744963919,-0.5969820741432967,-0.552812492603428,-0.5596908431542225,-0.43973498544160255,-0.05045816515083293,-0.15405047787871362,0.30381343168819924,-0.2061738749149833,0.24324303425688676,0.13513501903160385,-0.06790196351784028,-0.5055521087224464,-0.2927535404791362,-0.5464557539814008,-0.09362728882979043,-0.2522166926924678,0.23810406239458315,-0.9485945030833651,0.06732771661366366,-0.4550829657622859,-0.007425711325409756,0.25435640902716816,-0.020889821454933885,0.24324303425688687,-0.5609877644919673,-0.5116513773569027,-0.5371990531626667,-1.0,-0.23673807218728218,-0.4736079583877821,-0.5880023495143217,-0.5250173178265647,0.21677551934973308,-0.2392339987712497,0.17937639936070243,-0.055727302587208594,0.04284549964608231,-1.0,-0.015706476926585777,-0.7912653666017597,-0.657735180541418,-0.9441938121102664,0.15044474721580087,-0.005549825719351573,0.050490934490227374,-0.7635402471323414,0.24668943103469432,-0.024348490102446812,-0.71428381909366,-0.9546148810822606,0.23191411347961666,-0.9999999999999999,-1.0,-1.8369701987210297e-16
