open,high,low,adj_close,volume,daily_return,return_6d,return_13d,return_26d,return_65d,close_mean_6d,close_std_6d,close_min_6d,close_max_6d,return_mean_6d,return_std_6d,volume_mean_6d,volume_std_6d,close_mean_13d,close_std_13d,close_min_13d,close_max_13d,return_mean_13d,return_std_13d,volume_mean_13d,volume_std_13d,close_mean_26d,close_std_26d,close_min_26d,close_max_26d,return_mean_26d,return_std_26d,volume_mean_26d,volume_std_26d,close_mean_65d,close_std_65d,close_min_65d,close_max_65d,return_mean_65d,return_std_65d,volume_mean_65d,volume_std_65d,price_position_6d,pct_from_high_6d,pct_from_low_6d,price_position_13d,pct_from_high_13d,pct_from_low_13d,price_position_26d,pct_from_high_26d,pct_from_low_26d,price_position_65d,pct_from_high_65d,pct_from_low_65d,volume_change,volume_change_6d,volume_ratio_6d,volume_ratio_13d,volume_ratio_26d,volume_ratio_65d,hl_pct_6d,hl_pct_13d,hl_pct_26d,hl_pct_65d,realized_vol_13d,realized_vol_26d,adj_close_lag1,adj_close_lag2,adj_close_lag3,adj_close_lag6,adj_close_lag13,adj_close_lag26,daily_return_lag1,daily_return_lag2,daily_return_lag3,daily_return_lag6,daily_return_lag13,daily_return_lag26,volume_lag1,volume_lag2,volume_lag3,volume_lag6,volume_lag13,volume_lag26,high_lag1,high_lag2,high_lag3,high_lag6,high_lag13,high_lag26,low_lag1,low_lag2,low_lag3,low_lag6,low_lag13,low_lag26,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI_14,Stoch_k,Stoch_d,ROC_10,BB_high,BB_low,BB_mid,BB_width,ATR_14,OBV,Volume_SMA_20,MFI_14,ADX_14,ADX_pos,ADX_neg,CCI_20,WillR_14,KC_high,KC_low,KC_mid,KC_width,KC_position,DC_high,DC_low,DC_mid,UO,CMF_20,Close_to_EMA20,Close_to_EMA50,EMA20_to_EMA50,High_Low_Spread,BB_position,BB_width_pct,ROC_to_ATR,volume_price_trend,RSI_change,RSI_slope_5d,MACD_acceleration,MACD_to_signal_ratio,Stoch_K_D_diff,Stoch_change,efficiency_ratio_10d,hour_sin,hour_cos,minute_sin,minute_cos,dow_sin,dow_cos,month_sin,month_cos,time_progression
0.8218950393898513,0.8759691068654941,0.8116424095780858,0.8824387635489154,0.6441288185017433,0.07204836383434965,0.15134732889734787,-0.4719871482770706,-0.04777050063480976,-0.19831836590902086,0.88577023203868,-0.12240928482794305,0.833662255256153,0.9381897203793794,0.18070886377562506,-0.3928988187336145,0.22328711335786017,-0.17835995157468013,1.0292993663924466,0.6555504023759063,0.9144548516686326,1.272829560334631,-0.4124250052297022,-0.19291452083322935,0.17025645055779104,0.0201696297731363,1.1440755099644824,0.5746407703245109,0.9364085871949647,1.3070659420183754,0.03749930112957772,0.0734238062895397,-0.025242754434189996,0.01036575112584992,1.1735240117720713,0.26906367269356724,0.9919570225765654,1.332755549251485,-0.0815108956136632,-0.21042418403047075,-0.24386226304770298,-0.2010881212916326,0.13074563011224205,0.8066267474908653,-0.7383533081322048,-0.6388248321603686,0.11105896181737218,-0.7665621428657369,-0.6559127788263066,0.22026123668111564,-0.8205431858378149,-0.6559127788567237,0.31167760298568425,-0.8572757995641194,-0.9454980745555603,-0.965586100324991,-0.5838819033877429,-0.7455120837427898,-0.7473585469308442,-0.724591333865426,-0.16719212464499844,-0.09858852112662364,-0.2254090204058422,-0.17465020475576937,-0.1929145208332294,0.0734238062895397,0.8093045266474459,0.8736945179087381,0.9421907998994484,0.841750383604906,1.2375515741578687,0.9193585823596065,-0.12303328538731867,-0.2804869948711658,-0.02220275022694347,0.257663912143692,-0.11000333608243508,0.057225659473907495,0.45536208908381753,0.6727035496329501,0.6190238476205718,0.5332633112362551,0.41332360773286575,-1.0,0.8803767666397595,0.9447674697984639,0.9520349858020806,0.8398168635023207,1.2315890949926185,0.9258721499737925,0.7760553409472072,0.8528158668304117,0.9086606539597344,0.7926397937983347,1.2281116841582187,0.9242783465371875,1.0999794884609353,1.2005081912587356,-0.20819619623783675,0.007169759953743138,-0.2863371525188988,-0.27677765327769976,-0.48792233496364057,-0.5710248738181805,-0.40011176644740815,1.3474087480090313,0.8014407427933737,1.13505830121387,0.8139304185713607,0.8384129510790537,-0.8046021717878558,0.21242265642674213,-0.09683338530994023,-0.3423130641130139,-0.4171192446744033,0.21879797074686091,-0.13985113392322554,-0.48792233496364057,1.171205677628449,1.0849305771075608,1.1296176221704255,0.6514105887234475,-0.2301134150786881,1.2985767844373646,0.8729682016045003,1.1108123882516692,-0.03649220962810522,0.45271311839206546,-0.05733111054306819,0.014951162821498942,-0.0843275009005576,-0.5122996342653539,-0.24668680365419865,0.14454825559317475,-0.3884315465036967,0.7513300625997124,0.23188796468761616,0.394356529547637,0.2045068282912422,-0.9363252942047401,0.161715496865695,0.24402051046898351,0.014572619387373614,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,1.8859805671227445
