datetime,open,high,low,close,adj_close,volume
2025-01-01 00:00:00+00:00,90237.84375,91068.78125,90157.3359375,91028.1640625,91028.1640625,0
2025-01-01 01:00:00+00:00,90884.6015625,90884.6015625,90261.0546875,90261.0546875,90261.0546875,0
2025-01-01 02:00:00+00:00,90261.0546875,90692.3515625,90261.0546875,90692.3515625,90692.3515625,0
2025-01-01 03:00:00+00:00,90626.109375,90626.109375,90388.234375,90466.6953125,90466.6953125,0
2025-01-01 04:00:00+00:00,90466.6953125,90466.6953125,90199.40625,90199.40625,90199.40625,0
2025-01-01 05:00:00+00:00,90199.40625,90489.953125,90199.40625,90411.2734375,90411.2734375,0
2025-01-01 06:00:00+00:00,90411.2734375,90411.2734375,90220.0859375,90388.484375,90388.484375,0
2025-01-01 07:00:00+00:00,90388.484375,90422.0703125,90304.9375,90329.6015625,90329.6015625,0
2025-01-01 08:00:00+00:00,90329.6015625,90383.96875,90036.3984375,90100.71875,90100.71875,0
2025-01-01 09:00:00+00:00,90100.71875,90138.484375,89693.7734375,90062.609375,90062.609375,326639616
2025-01-01 10:00:00+00:00,90062.609375,90169.484375,89960.78125,89966.625,89966.625,0
2025-01-01 11:00:00+00:00,89989.203125,90309.703125,89871.609375,90111.2578125,90111.2578125,0
2025-01-01 12:00:00+00:00,90096.484375,90525.2421875,90077.71875,90446.046875,90446.046875,0
2025-01-01 13:00:00+00:00,90442.453125,90614.4921875,90276.609375,90614.4921875,90614.4921875,0
2025-01-01 14:00:00+00:00,90649.328125,91039.09375,90352.515625,90785.0546875,90785.0546875,0
2025-01-01 15:00:00+00:00,90759.71875,91025.3125,90490.765625,91025.3125,91025.3125,0
2025-01-01 16:00:00+00:00,91026.3984375,91031.4296875,90377.3515625,90709.515625,90709.515625,0
2025-01-01 17:00:00+00:00,90743.4140625,90779.5546875,90311.078125,90739.1875,90739.1875,0
2025-01-01 18:00:00+00:00,90761.1796875,90938.5234375,90571.2890625,90938.5234375,90938.5234375,0
2025-01-01 19:00:00+00:00,90930.9765625,91390.0078125,90750.5625,91234.8046875,91234.8046875,0
2025-01-01 20:00:00+00:00,91233.125,91447.0703125,91233.125,91404.4765625,91404.4765625,0
2025-01-01 21:00:00+00:00,91404.9453125,91670.1328125,91263.5,91488.515625,91488.515625,62734336
2025-01-01 22:00:00+00:00,91479.15625,91484.9609375,91275.2578125,91354.296875,91354.296875,146503680
2025-01-01 23:00:00+00:00,91357.7265625,91467.5078125,91180.375,91232.9140625,91232.9140625,0
2025-01-02 00:00:00+00:00,91190.8203125,91888.9453125,91096.7265625,91655.4140625,91655.4140625,1113784320
2025-01-02 01:00:00+00:00,91673.203125,92083.75,91374.0,91413.34375,91413.34375,667746304
2025-01-02 02:00:00+00:00,91406.796875,91629.203125,91348.6796875,91629.203125,91629.203125,867512320
2025-01-02 03:00:00+00:00,91682.1484375,91682.1484375,91350.0078125,91435.4375,91435.4375,86376448
2025-01-02 04:00:00+00:00,91552.265625,92427.9921875,91434.8046875,92115.4453125,92115.4453125,1043380224
2025-01-02 05:00:00+00:00,92112.2421875,92259.4296875,91868.390625,92080.6328125,92080.6328125,617709568
2025-01-02 06:00:00+00:00,92094.6640625,92156.84375,91936.625,92063.75,92063.75,570679296
2025-01-02 07:00:00+00:00,92080.3125,92337.7578125,92029.71875,92323.3046875,92323.3046875,510763008
2025-01-02 08:00:00+00:00,92338.5,92708.59375,92301.75,92652.015625,92652.015625,870047744
2025-01-02 09:00:00+00:00,92639.2421875,93345.8515625,92554.953125,93345.8515625,93345.8515625,665597952
2025-01-02 10:00:00+00:00,93321.9921875,93653.3828125,93188.0234375,93653.3828125,93653.3828125,957102080
2025-01-02 11:00:00+00:00,93637.2578125,93682.296875,93347.2265625,93530.5625,93530.5625,341514240
2025-01-02 12:00:00+00:00,93518.984375,93791.5390625,93446.9921875,93787.8984375,93787.8984375,401997824
2025-01-02 13:00:00+00:00,93775.6875,93824.6640625,93501.2265625,93619.6171875,93619.6171875,471898112
2025-01-02 14:00:00+00:00,93632.078125,93708.75,93553.2734375,93708.75,93708.75,31297536
2025-01-02 15:00:00+00:00,93639.578125,93822.3828125,93398.3984375,93771.328125,93771.328125,5862789120
2025-01-02 16:00:00+00:00,93807.1640625,95178.1875,93698.7890625,94668.1640625,94668.1640625,2215690240
2025-01-02 17:00:00+00:00,94690.4921875,94954.6171875,93818.921875,94037.4140625,94037.4140625,1649840128
2025-01-02 18:00:00+00:00,94138.46875,94797.4375,93938.9765625,94797.4375,94797.4375,1418547200
2025-01-02 19:00:00+00:00,94797.6328125,95211.296875,94707.09375,94873.546875,94873.546875,696147968
2025-01-02 20:00:00+00:00,94841.8515625,95267.2734375,94797.234375,94798.4921875,94798.4921875,611151872
2025-01-02 21:00:00+00:00,94752.4375,94752.4375,94455.46875,94592.4296875,94592.4296875,0
2025-01-02 22:00:00+00:00,94597.765625,94645.6484375,94173.7734375,94335.4921875,94335.4921875,0
2025-01-02 23:00:00+00:00,94317.5,94442.3515625,94195.5234375,94351.2578125,94351.2578125,0
2025-01-03 00:00:00+00:00,94362.046875,94431.296875,94178.296875,94190.7734375,94190.7734375,0
2025-01-03 01:00:00+00:00,94172.484375,94385.484375,94026.5859375,94372.4765625,94372.4765625,0
2025-01-03 02:00:00+00:00,94360.71875,94654.0234375,94223.0078125,94357.3203125,94357.3203125,0
2025-01-03 03:00:00+00:00,94319.984375,94437.125,94244.1171875,94392.703125,94392.703125,0
2025-01-03 04:00:00+00:00,94406.125,94418.828125,94179.140625,94187.953125,94187.953125,0
2025-01-03 05:00:00+00:00,94189.5,94242.8671875,93990.5859375,94116.1171875,94116.1171875,0
2025-01-03 06:00:00+00:00,94110.7109375,94249.0703125,93873.8046875,93886.65625,93886.65625,0
2025-01-03 07:00:00+00:00,93875.5,93973.3359375,93609.8828125,93634.203125,93634.203125,137089024
2025-01-03 08:00:00+00:00,93621.546875,93777.8203125,93409.796875,93409.796875,93409.796875,0
2025-01-03 09:00:00+00:00,93420.1484375,93870.140625,93388.6171875,93808.8984375,93808.8984375,0
2025-01-03 10:00:00+00:00,93806.875,93889.40625,93665.6640625,93785.359375,93785.359375,0
2025-01-03 11:00:00+00:00,93785.9609375,93964.3671875,93708.515625,93912.15625,93912.15625,0
2025-01-03 12:00:00+00:00,93928.546875,94044.8515625,93819.1640625,93819.1640625,93819.1640625,0
2025-01-03 13:00:00+00:00,93826.6328125,93935.140625,93664.75,93746.6484375,93746.6484375,0
