date,open,high,low,close,adj_close,volume
2010-05-19,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,0
2010-05-20,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,0
2010-05-21,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,0
2010-05-24,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,0
2010-05-25,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,0
2010-05-26,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,0
2010-05-27,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,0
2010-05-28,92.80000305175781,92.80000305175781,92.80000305175781,92.80000305175781,92.80000305175781,0
2010-05-31,93.30000305175781,93.30000305175781,92.79000091552734,92.79000091552734,92.79000091552734,300
2010-06-01,92.31999969482422,92.31999969482422,92.31999969482422,92.31999969482422,92.31999969482422,0
2010-06-02,91.77999877929688,91.77999877929688,91.77999877929688,91.77999877929688,91.77999877929688,0
2010-06-03,91.77999877929688,91.77999877929688,91.77999877929688,91.77999877929688,91.77999877929688,0
2010-06-04,91.55999755859375,91.55999755859375,91.55999755859375,91.55999755859375,91.55999755859375,0
2010-06-07,90.47000122070312,90.47000122070312,90.16000366210938,90.16000366210938,90.16000366210938,35
2010-06-08,89.05000305175781,89.37999725341797,89.05000305175781,89.37999725341797,89.37999725341797,130
2010-06-09,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,0
2010-06-10,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,0
2010-06-11,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,0
2010-06-14,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,0
2010-06-15,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,0
2010-06-16,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,0
2010-06-17,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,0
2010-06-18,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,89.37999725341797,0
