iteration,train_logloss,val_logloss,train_error,val_error
0,0.6912948270967664,0.6929970107295297,0.3252190847127556,0.4954545454545455
1,0.6897332533657144,0.693321977691217,0.2590068159688413,0.5
2,0.6886068367215187,0.6933267864313992,0.25219084712755596,0.5181818181818182
3,0.6872314969195595,0.693912040645426,0.23271665043816941,0.509090909090909
4,0.6855585282594111,0.6951638866554607,0.21908471275559882,0.5772727272727273
5,0.6839902049262429,0.6952815819870342,0.2044790652385589,0.5727272727272728
6,0.6829405010849267,0.6967006799849597,0.20545277507302823,0.6
7,0.681405671847714,0.6969892770051956,0.19182083739045763,0.5909090909090909
8,0.6800820603458884,0.6971134979616512,0.1937682570593963,0.5909090909090909
9,0.6783514026889782,0.6974535522135821,0.18500486854917234,0.6
10,0.6770023225345073,0.6976563326337121,0.1830574488802337,0.5863636363636363
11,0.6756515971293352,0.6981309768828479,0.18889970788704966,0.6
12,0.6738251970016271,0.6984806640581651,0.17526777020447906,0.5954545454545455
13,0.6721957241780802,0.6985111851583827,0.1694255111976631,0.5772727272727273
14,0.6708026203347738,0.6990564725615761,0.1626095423563778,0.6
15,0.6692791838840941,0.6991809723052111,0.1626095423563778,0.5954545454545455
16,0.6680689268358262,0.6990001152862202,0.15481986368062317,0.5909090909090909
17,0.6670047717990523,0.6992841146209023,0.16066212268743915,0.6
18,0.6660756454843857,0.699740778316151,0.15579357351509251,0.5954545454545455
19,0.6650349566859883,0.6997180553999814,0.15384615384615385,0.5954545454545455
20,0.6635900884431433,0.6997206942601637,0.13924050632911392,0.6
21,0.6622949378980285,0.6998895561153239,0.14800389483933787,0.6045454545454545
22,0.6611578682729541,0.7000559373335404,0.1460564751703992,0.5954545454545455
23,0.6600452531509994,0.700726290453564,0.14118792599805258,0.5863636363636363
24,0.6587867838962633,0.7005499828945506,0.14800389483933787,0.5954545454545455
25,0.6577523322857576,0.7007800825617531,0.14800389483933787,0.6045454545454545
26,0.656157957892339,0.7011860248717394,0.1460564751703992,0.6
27,0.6549543200356355,0.7013509931889448,0.1460564751703992,0.6045454545454545
28,0.6538773975330527,0.7015230422670191,0.14313534566699124,0.5863636363636363
29,0.6527992189220699,0.7022459469058296,0.14313534566699124,0.5818181818181818
30,0.6519408039712395,0.7022125471721996,0.14216163583252192,0.5772727272727273
31,0.6508313706462083,0.7025159215385264,0.13924050632911392,0.5772727272727273
32,0.6498611527037133,0.7023991825905713,0.14313534566699124,0.5909090909090909
33,0.6486935389192798,0.703074077855457,0.13924050632911392,0.5863636363636363
34,0.6473147661915772,0.703381716392257,0.13242453748782862,0.5863636363636363
35,0.6456475883519174,0.7036205782131715,0.1314508276533593,0.5863636363636363
36,0.6444409880224895,0.7039808368141001,0.13339824732229796,0.6045454545454545
37,0.6432701770611607,0.7042134859345176,0.1314508276533593,0.5954545454545455
38,0.642135284659693,0.7041671029546044,0.13047711781888996,0.6
39,0.6416436060029784,0.7045413618738001,0.12755598831548198,0.6090909090909091
40,0.6408922480167177,0.7059569759802384,0.13242453748782862,0.6
41,0.6396985467824406,0.7062763858925213,0.13047711781888996,0.6045454545454545
42,0.6386717839969981,0.7062182407487523,0.1314508276533593,0.6090909090909091
43,0.6377471527547196,0.7068110327829015,0.12852969814995133,0.6090909090909091
44,0.6370471755973088,0.7069570435719057,0.13339824732229796,0.5954545454545455
45,0.6358701283766905,0.7069600893692537,0.13047711781888996,0.5954545454545455
46,0.6344545448186218,0.7073288394646211,0.12560856864654332,0.5954545454545455
47,0.6333380764043783,0.7075832694768905,0.12171372930866602,0.6
48,0.6327083921014625,0.7077355856245214,0.12268743914313535,0.5863636363636363
49,0.6317227460741416,0.7075970508835533,0.12074001947419669,0.5818181818181818
50,0.6308475157360255,0.7079235952008854,0.11976630963972736,0.5818181818181818
