date,open,high,low,close,adj_close,volume,daily_return,adj_close_lag1,adj_close_lag2,adj_close_lag3,daily_return_lag1,daily_return_lag2,daily_return_lag3
2010-05-25,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,0,0.0,92.66999816894531,92.66999816894531,92.66999816894531,0.0,0.0,0.0
2010-05-26,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,0,0.0,92.66999816894531,92.66999816894531,92.66999816894531,0.0,0.0,0.0
2010-05-27,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,92.66999816894531,0,0.0,92.66999816894531,92.66999816894531,92.66999816894531,0.0,0.0,0.0
2010-05-28,92.80000305175781,92.80000305175781,92.80000305175781,92.80000305175781,92.80000305175781,0,0.0014028799544756332,92.66999816894531,92.66999816894531,92.66999816894531,0.0,0.0,0.0
2010-05-31,93.30000305175781,93.30000305175781,92.79000091552734,92.79000091552734,92.79000091552734,300,-0.00010778163687008568,92.80000305175781,92.66999816894531,92.66999816894531,0.0014028799544756332,0.0,0.0
2010-06-01,92.31999969482422,92.31999969482422,92.31999969482422,92.31999969482422,92.31999969482422,0,-0.005065214097055515,92.79000091552734,92.80000305175781,92.66999816894531,-0.00010778163687008568,0.0014028799544756332,0.0
2010-06-02,91.77999877929688,91.77999877929688,91.77999877929688,91.77999877929688,91.77999877929688,0,-0.0058492300402122055,92.31999969482422,92.79000091552734,92.80000305175781,-0.005065214097055515,-0.00010778163687008568,0.0014028799544756332
2010-06-03,91.77999877929688,91.77999877929688,91.77999877929688,91.77999877929688,91.77999877929688,0,0.0,91.77999877929688,92.31999969482422,92.79000091552734,-0.0058492300402122055,-0.005065214097055515,-0.00010778163687008568
2010-06-04,91.55999755859375,91.55999755859375,91.55999755859375,91.55999755859375,91.55999755859375,0,-0.0023970497235695776,91.77999877929688,91.77999877929688,92.31999969482422,0.0,-0.0058492300402122055,-0.005065214097055515
2010-06-07,90.47000122070312,90.47000122070312,90.16000366210938,90.16000366210938,90.16000366210938,35,-0.01529045362401249,91.55999755859375,91.77999877929688,91.77999877929688,-0.0023970497235695776,0.0,-0.0058492300402122055
