date,open,high,low,close,adj_close,volume,daily_return,adj_close_lag1,adj_close_lag2,adj_close_lag3,daily_return_lag1,daily_return_lag2,daily_return_lag3,EMA_20,EMA_50,MACD,MACD_signal,MACD_diff,RSI_14,Stoch_k,Stoch_d,ROC_10,BB_high,BB_low,BB_mid,BB_width,ATR_14,OBV,Volume_SMA_20,MFI_14,Close_to_EMA20,High_Low_Spread
2010-08-02,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,0,0.0,93.41000366210938,93.29000091552734,93.02999877929688,0.0012863409304786355,0.0027948203766754443,0.0,91.89923999355099,91.30397492911479,0.9161601286967027,0.6765555142496271,0.2396046144470756,71.25801124307357,100.0,100.0,3.192672477042492,95.7564172228847,86.58558183107037,91.17099952697754,9.170835391814336,0.3942775064047139,4553,251.1,0.039835303798682276,0.016439348885413985,0.0
2010-08-03,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,0,0.0,93.41000366210938,93.41000366210938,93.29000091552734,0.0,0.0012863409304786355,0.0027948203766754443,92.04312224769942,91.38656429119301,0.9183066624594574,0.7249057438915932,0.19340091856786412,71.25801124307357,100.0,100.0,2.97652365217463,95.74880185872235,87.23519777506672,91.49199981689453,8.513604083655622,0.36611482737580575,4553,250.6,0.039835303798682276,0.014850445976088311,0.0
2010-08-04,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,0,0.0,93.41000366210938,93.41000366210938,93.41000366210938,0.0,0.0,0.0012863409304786355,92.17330143002417,91.46591485475837,0.9095233864905765,0.76182927241139,0.14769411407918653,71.25801124307357,100.0,100.0,0.6247999780397051,95.60646057341268,88.01953964021038,91.81300010681153,7.586920933202293,0.33996376827753394,4553,250.6,0.039835303798682276,0.013417141546395506,0.0
2010-08-05,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,0,0.0,93.41000366210938,93.41000366210938,93.41000366210938,0.0,0.0,0.0,92.29108259498466,91.54215363151724,0.892276963591982,0.7879188106475085,0.10435815294447359,71.25801124307357,100.0,100.0,0.40847563989979024,95.2702388301082,88.99776196334882,92.13400039672851,6.272476866759376,0.3156806419719958,4553,250.6,0.039835303798682276,0.012123826437653307,0.0
2010-08-06,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,0,0.0,93.41000366210938,93.41000366210938,93.41000366210938,0.0,0.0,0.0,92.3976465061394,91.61540265232478,0.8685964104538471,0.8040543306087762,0.06454207984507088,71.25801124307357,100.0,100.0,0.40847563989979024,94.56623521206791,90.3437661612231,92.4550006866455,4.222469050844808,0.29313202468828187,4553,250.6,0.039835303798682276,0.010956525347241453,0.0
2010-08-09,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,0,0.0,93.41000366210938,93.41000366210938,93.41000366210938,0.0,0.0,0.0,92.49406147337463,91.6857791625124,0.8401447359387504,0.811272411674771,0.028872324263979343,71.25801124307357,100.0,100.0,0.40847563989979024,94.6341339123803,90.49586791867439,92.56500091552735,4.1382659937059145,0.27219402292483313,4553,250.1,0.039835303798682276,0.009902713473106672,0.0
2010-08-10,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,93.41000366210938,0,0.0,93.41000366210938,93.41000366210938,93.41000366210938,0.0,0.0,0.0,92.58129406277794,91.75339580955543,0.8082792389717781,0.8106737771341725,-0.002394538162394433,71.25801124307357,100.0,100.0,0.40847563989979024,94.67712778704781,90.67287450177055,92.67500114440918,4.004253285277258,0.25275159271591646,4553,250.1,0.0,0.00895115592972262,0.0
2010-08-11,93.01000213623047,93.01000213623047,93.01000213623047,93.01000213623047,93.01000213623047,0,-0.004282212934342944,93.41000366210938,93.41000366210938,93.41000366210938,0.0,0.0,0.0,92.62212340310676,91.80267448903288,0.7421932807198885,0.7969776778513158,-0.05478439713142724,62.22891540701247,42.85729855805386,80.95243285268462,-0.021494833203046706,94.65426303351762,90.87573956047652,92.76500129699707,3.778523473041105,0.26326944508470146,4553,250.1,0.0,0.004187754705596625,0.0
2010-08-12,92.33000183105469,92.33000183105469,92.33000183105469,92.33000183105469,92.33000183105469,0,-0.007311044936648803,93.01000213623047,93.41000366210938,93.41000366210938,-0.004282212934342944,0.0,0.0,92.59430230100656,91.82335399264159,0.627713451127093,0.7631248325064712,-0.13541138137937825,50.511474879152715,0.0,47.61909951935129,-1.0290482099382983,94.58480538557473,91.05719748307763,92.82100143432618,3.5276079024970954,0.2930359350912072,4553,250.1,0.0,-0.0028543923695508733,0.0
2010-08-13,91.86000061035156,91.86000061035156,91.86000061035156,91.86000061035156,91.86000061035156,0,-0.005090449597987989,92.33000183105469,93.01000213623047,93.41000366210938,-0.007311044936648803,-0.004282212934342944,0.0,92.52436880665847,91.82479111490473,0.4933748724313318,0.7091748404914434,-0.2157999680601116,44.30220633081654,0.0,14.285766186017954,-1.6593544491922039,94.53122772584132,91.16677489867041,92.84900131225587,3.3644528271709078,0.3056763126349156,4553,250.1,0.0,-0.007180467209619068,0.0
