datetime,open,high,low,close,adj_close,volume
2025-01-02 08:00:00+00:00,130.86000061035156,131.33999633789062,130.0,130.16000366210938,130.16000366210938,0
2025-01-02 09:00:00+00:00,130.16000366210938,131.3800048828125,128.63999938964844,131.32000732421875,131.32000732421875,41301
2025-01-02 10:00:00+00:00,131.44000244140625,131.86000061035156,131.02000427246094,131.86000061035156,131.86000061035156,19597
2025-01-02 11:00:00+00:00,131.89999389648438,132.52000427246094,131.39999389648438,132.32000732421875,132.32000732421875,31386
2025-01-02 12:00:00+00:00,132.3000030517578,132.5,132.0399932861328,132.39999389648438,132.39999389648438,26713
2025-01-02 13:00:00+00:00,132.3800048828125,132.3800048828125,131.39999389648438,132.1199951171875,132.1199951171875,14794
2025-01-02 14:00:00+00:00,132.17999267578125,133.5,130.6999969482422,133.24000549316406,133.24000549316406,39697
2025-01-02 15:00:00+00:00,133.5,134.16000366210938,132.6999969482422,133.8000030517578,133.8000030517578,27342
2025-01-02 16:00:00+00:00,133.9199981689453,134.60000610351562,133.52000427246094,134.5399932861328,134.5399932861328,12387
2025-01-03 08:00:00+00:00,135.0,135.10000610351562,134.39999389648438,134.67999267578125,134.67999267578125,0
2025-01-03 09:00:00+00:00,134.66000366210938,135.39999389648438,134.63999938964844,135.25999450683594,135.25999450683594,21897
2025-01-03 10:00:00+00:00,135.24000549316406,135.5,135.13999938964844,135.27999877929688,135.27999877929688,20623
2025-01-03 11:00:00+00:00,135.33999633789062,135.52000427246094,135.1199951171875,135.3000030517578,135.3000030517578,12514
2025-01-03 12:00:00+00:00,135.24000549316406,135.3000030517578,134.63999938964844,135.3000030517578,135.3000030517578,20922
2025-01-03 13:00:00+00:00,135.17999267578125,135.6999969482422,135.10000610351562,135.24000549316406,135.24000549316406,23487
2025-01-03 14:00:00+00:00,135.39999389648438,139.6999969482422,135.3800048828125,139.6999969482422,139.6999969482422,75957
2025-01-03 15:00:00+00:00,139.66000366210938,139.89999389648438,138.5399932861328,139.24000549316406,139.24000549316406,41954
2025-01-03 16:00:00+00:00,139.05999755859375,139.5399932861328,138.82000732421875,139.3800048828125,139.3800048828125,15110
2025-01-06 08:00:00+00:00,141.6999969482422,141.6999969482422,140.97999572753906,141.1199951171875,141.1199951171875,0
2025-01-06 09:00:00+00:00,141.1199951171875,142.66000366210938,141.05999755859375,142.4199981689453,142.4199981689453,64660
2025-01-06 10:00:00+00:00,142.5399932861328,142.5399932861328,142.10000610351562,142.3800048828125,142.3800048828125,35670
2025-01-06 11:00:00+00:00,142.4199981689453,142.63999938964844,141.3800048828125,141.39999389648438,141.39999389648438,23811
2025-01-06 12:00:00+00:00,141.3000030517578,142.9600067138672,141.24000549316406,142.36000061035156,142.36000061035156,30184
2025-01-06 13:00:00+00:00,142.25999450683594,142.6999969482422,141.97999572753906,142.63999938964844,142.63999938964844,13416
2025-01-06 14:00:00+00:00,142.67999267578125,144.6199951171875,142.33999633789062,144.1999969482422,144.1999969482422,52339
2025-01-06 15:00:00+00:00,144.25999450683594,146.3000030517578,144.22000122070312,145.8000030517578,145.8000030517578,55528
2025-01-06 16:00:00+00:00,145.8800048828125,146.39999389648438,145.47999572753906,146.13999938964844,146.13999938964844,20070
2025-01-07 08:00:00+00:00,144.25999450683594,144.4600067138672,143.6999969482422,144.24000549316406,144.24000549316406,0
2025-01-07 09:00:00+00:00,144.22000122070312,145.89999389648438,143.63999938964844,145.27999877929688,145.27999877929688,63112
2025-01-07 10:00:00+00:00,145.32000732421875,146.0399932861328,145.17999267578125,145.97999572753906,145.97999572753906,37165
2025-01-07 11:00:00+00:00,146.05999755859375,146.55999755859375,145.83999633789062,146.33999633789062,146.33999633789062,36420
2025-01-07 12:00:00+00:00,146.25999450683594,147.6199951171875,146.13999938964844,147.39999389648438,147.39999389648438,39541
2025-01-07 13:00:00+00:00,147.3800048828125,147.3800048828125,146.47999572753906,147.17999267578125,147.17999267578125,16856
2025-01-07 14:00:00+00:00,147.1999969482422,147.94000244140625,140.22000122070312,140.3000030517578,140.3000030517578,135885
2025-01-07 15:00:00+00:00,140.74000549316406,141.33999633789062,135.63999938964844,137.3800048828125,137.3800048828125,127292
2025-01-07 16:00:00+00:00,137.66000366210938,137.86000061035156,136.10000610351562,137.8000030517578,137.8000030517578,31969
2025-01-08 08:00:00+00:00,138.0,138.16000366210938,137.5399932861328,137.94000244140625,137.94000244140625,0
2025-01-08 09:00:00+00:00,137.94000244140625,138.4199981689453,137.60000610351562,138.24000549316406,138.24000549316406,63957
2025-01-08 10:00:00+00:00,138.27999877929688,138.4600067138672,138.17999267578125,138.3000030517578,138.3000030517578,33043
2025-01-08 11:00:00+00:00,138.32000732421875,138.3800048828125,137.1999969482422,137.66000366210938,137.66000366210938,30799
2025-01-08 12:00:00+00:00,137.72000122070312,137.72000122070312,136.16000366210938,136.75999450683594,136.75999450683594,46199
2025-01-08 13:00:00+00:00,136.89999389648438,138.13999938964844,136.89999389648438,138.02000427246094,138.02000427246094,52639
2025-01-08 14:00:00+00:00,138.0,139.13999938964844,136.77999877929688,139.0,139.0,71579
2025-01-08 15:00:00+00:00,139.10000610351562,139.77999877929688,135.5,136.39999389648438,136.39999389648438,42302
2025-01-08 16:00:00+00:00,136.39999389648438,136.72000122070312,135.5,136.0800018310547,136.0800018310547,8841
2025-01-09 08:00:00+00:00,134.3800048828125,135.0399932861328,133.74000549316406,134.44000244140625,134.44000244140625,0
2025-01-09 09:00:00+00:00,134.5800018310547,134.82000732421875,134.16000366210938,134.6999969482422,134.6999969482422,33400
2025-01-09 10:00:00+00:00,134.82000732421875,135.4600067138672,134.82000732421875,135.25999450683594,135.25999450683594,35017
2025-01-09 11:00:00+00:00,135.3000030517578,135.77999877929688,135.0800018310547,135.6999969482422,135.6999969482422,12397
2025-01-09 12:00:00+00:00,135.6999969482422,135.6999969482422,135.1199951171875,135.1999969482422,135.1999969482422,6938
2025-01-09 13:00:00+00:00,135.25999450683594,135.3000030517578,134.3000030517578,134.6999969482422,134.6999969482422,24941
2025-01-09 14:00:00+00:00,134.6999969482422,135.36000061035156,134.10000610351562,135.0,135.0,44353
2025-01-09 15:00:00+00:00,135.02000427246094,135.4199981689453,134.9199981689453,135.1999969482422,135.1999969482422,14971
2025-01-09 16:00:00+00:00,135.16000366210938,135.32000732421875,134.97999572753906,135.0,135.0,16891
2025-01-10 08:00:00+00:00,135.1999969482422,135.22000122070312,134.89999389648438,135.0800018310547,135.0800018310547,0
2025-01-10 09:00:00+00:00,135.02000427246094,135.02000427246094,134.05999755859375,134.1999969482422,134.1999969482422,44369
2025-01-10 10:00:00+00:00,134.17999267578125,135.05999755859375,133.97999572753906,134.82000732421875,134.82000732421875,42008
2025-01-10 11:00:00+00:00,134.6999969482422,135.5,134.52000427246094,135.1999969482422,135.1999969482422,43314
2025-01-10 12:00:00+00:00,135.0,135.0,133.60000610351562,133.9600067138672,133.9600067138672,21948
2025-01-10 13:00:00+00:00,133.82000732421875,134.0,132.4600067138672,133.10000610351562,133.10000610351562,24461
2025-01-10 14:00:00+00:00,133.0800018310547,134.25999450683594,131.33999633789062,132.1199951171875,132.1199951171875,113189
2025-01-10 15:00:00+00:00,132.0800018310547,133.9199981689453,131.02000427246094,132.32000732421875,132.32000732421875,30925
2025-01-10 16:00:00+00:00,132.4600067138672,132.82000732421875,131.97999572753906,132.5,132.5,9143
2025-01-13 08:00:00+00:00,131.1999969482422,131.3800048828125,130.05999755859375,130.13999938964844,130.13999938964844,0
2025-01-13 09:00:00+00:00,130.1999969482422,130.72000122070312,129.16000366210938,129.5,129.5,98036
2025-01-13 10:00:00+00:00,129.47999572753906,129.55999755859375,128.8800048828125,129.0800018310547,129.0800018310547,39934
2025-01-13 11:00:00+00:00,129.02000427246094,129.3800048828125,128.82000732421875,129.1199951171875,129.1199951171875,13814
2025-01-13 12:00:00+00:00,129.27999877929688,129.89999389648438,128.52000427246094,129.4600067138672,129.4600067138672,15841
