date,open,high,low,close,adj_close,volume
2010-09-15,95.81999969482422,95.81999969482422,95.81999969482422,95.54000091552734,95.54000091552734,1
2010-09-16,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-17,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-20,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-21,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-22,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-23,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-24,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-27,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-28,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-29,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-30,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-10-01,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-10-04,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-10-05,98.8499984741211,98.8499984741211,98.8499984741211,98.55000305175781,98.55000305175781,1
2010-10-06,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-07,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-08,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-11,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-12,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-13,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-14,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-15,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-18,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-19,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-20,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
